GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;26;11.397;0;3;0
0;29;12.554;0;1;0
0;32;13.232;0;2;0
0;35;12.988;0;1;0
1;57;10.959;-1.813;3;2
1;71;10.753;-1.223;4;3
2;81;10.959;0;2;2
2;95;10.564;-0.395;3;1
3;122;9.832;-0.826;3;3
3;151;10.186;-0.378;2;1
4;184;9.406;-0.426;3;3
4;186;9.832;0;3;4
4;189;9.727;-0.648;2;3
4;199;9.832;0;2;1
5;201;9.406;0;3;3
5;215;8.893;-0.673;5;2
5;224;9.484;-0.348;2;3
6;251;9.184;-0.261;2;3
6;263;8.893;0;2;3
7;320;8.398;-0.495;4;1
8;322;8.535;-0.111;2;3
8;343;8.398;0;4;2
8;352;8.391;-0.792;6;1
10;401;8.391;0;2;3
10;435;8.391;0;4;3
11;453;8.386;-0.005;3;3
11;457;8.391;0;3;3
11;464;8.391;0;3;3
12;487;7.896;-0.493;4;2
12;511;8.386;0;2;2
12;514;8.185;-0.204;3;3
12;519;8.386;0;1;4
13;526;7.813;-0.472;3;2
13;527;8.189;-0.097;2;3
13;535;7.896;0;3;3
13;543;7.896;0;3;3
14;573;7.269;-0.732;3;3
15;629;7.269;0;3;2
16;650;7.269;0;3;3
16;670;7.269;0;3;2
17;693;7.079;-0.19;4;1
17;709;6.66;-0.609;6;1
18;756;6.66;0;3;3
19;762;6.498;-0.161;4;3
19;780;6.66;0;3;2
20;812;6.66;0;2;1
20;836;6.498;0;4;4
21;843;6.498;0;2;3
21;846;6.498;0;1;1
21;865;6.498;0;2;1
22;888;6.493;-0.006;3;3
22;909;6.498;0;2;1
22;917;6.498;0;2;3
23;936;6.498;0;1;3
23;944;6.493;0;2;2
23;949;6.355;-0.137;2;1
23;957;6.162;-0.333;3;2
24;973;5.879;-0.617;3;3
25;1009;5.879;0;4;3
25;1024;5.879;0;2;3
25;1033;5.879;0;4;2
26;1076;5.783;-0.096;3;3
27;1109;5.783;0;1;1
27;1111;5.718;-0.161;5;3
27;1116;5.729;-0.101;3;2
28;1144;5.783;0;2;1
28;1148;5.718;0;4;1
28;1158;5.718;0;3;3
29;1163;5.692;-0.058;4;2
29;1198;5.596;-0.128;4;2
30;1217;5.596;0;4;1
30;1220;5.596;0;3;2
31;1253;5.565;-0.079;3;2
31;1269;5.499;-0.145;3;2
31;1273;5.379;-0.217;3;3
32;1296;5.379;0;3;1
32;1302;5.499;0;2;1
32;1311;5.379;0;2;1
32;1318;5.154;-0.319;4;2
33;1323;5.205;-0.234;3;2
33;1325;5.294;0.028;3;2
33;1335;5.199;-0.067;3;3
33;1336;5.379;0;1;3
34;1364;5.073;-0.194;3;2
