GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;10;11.175;0;2;0
0;11;10.488;0;3;0
1;63;9.968;-0.519;4;3
2;82;9.968;0;2;3
2;86;9.868;-0.1;3;1
3;140;8.939;-0.929;5;1
3;157;9.364;-0.554;3;2
4;166;8.939;0;3;3
4;183;9.364;0;1;2
5;202;8.939;0;2;2
5;214;8.939;0;2;1
5;223;8.873;-0.491;2;1
5;224;8.939;0;3;4
6;246;8.262;-0.677;4;3
6;260;8.282;-0.591;4;1
6;274;8.854;-0.052;2;3
7;298;8.282;0;2;1
7;299;8.326;0.054;1;3
7;311;8.723;-0.131;2;1
7;318;8.262;0;4;4
8;330;8.262;0;3;2
8;333;8.262;0;3;3
8;338;8.178;-0.125;3;3
8;354;8.114;-0.379;3;2
8;359;8.086;-0.186;3;2
9;371;7.752;-0.468;4;2
9;372;8.086;0;2;3
9;374;7.71;-0.51;4;2
9;383;7.905;-0.269;3;3
9;396;8.03;-0.158;3;2
10;404;7.878;0.126;3;1
10;414;7.71;0;3;3
10;415;7.752;0;3;1
10;434;7.752;0;3;1
10;435;7.675;-0.321;4;3
11;452;7.675;0;3;3
11;462;7.539;-0.276;3;2
11;470;7.752;0;2;2
11;472;7.675;0;4;3
11;476;7.71;0;3;3
12;487;7.675;0;2;1
12;494;7.483;-0.162;3;2
12;501;7.675;0;2;1
13;528;7.401;-0.205;2;3
13;546;7.344;-0.139;4;3
14;573;7.1;-0.371;4;2
14;581;7.396;0.023;3;3
15;612;7.1;0;2;1
15;619;6.901;-0.346;3;2
15;627;7.1;0;3;4
15;638;7.171;-0.05;1;3
16;660;6.901;0;3;2
16;676;6.711;-0.46;3;1
17;704;6.629;-0.178;4;3
17;714;6.711;0;3;3
18;754;6.118;-0.552;5;3
18;756;6.629;0;3;1
18;757;6.629;0;2;2
19;761;6.112;-0.261;4;2
20;818;6.112;0;4;2
20;821;6.118;0;3;2
20;831;5.862;-0.256;6;3
21;853;6.112;0;3;1
22;904;5.919;0.056;3;3
23;931;5.534;-0.328;4;3
23;948;5.919;0;2;1
24;964;5.534;0;5;3
24;970;5.534;0;6;3
24;988;5.534;0;3;1
25;1006;5.534;0;5;2
25;1013;5.534;0;3;1
25;1018;5.534;0;4;2
25;1020;5.534;0;3;1
26;1053;5.534;0;1;2
26;1059;5.534;0;1;2
26;1075;5.534;0;3;2
26;1076;5.534;0;2;4
27;1095;4.933;-0.601;5;3
28;1139;4.933;0;3;3
28;1152;5.15;-0.083;3;2
28;1158;4.933;0;4;3
29;1171;4.933;0;2;2
29;1172;4.933;0;3;2
29;1178;4.933;0;3;3
29;1190;5.15;0;1;4
29;1192;4.933;0;3;4
29;1199;4.933;0;2;2
30;1202;4.882;-0.159;3;3
30;1217;4.866;-0.067;3;3
30;1224;4.933;0;1;1
30;1238;4.933;0;2;2
31;1246;4.816;-0.083;2;2
31;1255;4.594;-0.305;5;2
31;1264;4.658;-0.25;3;3
31;1265;4.675;-0.225;2;3
32;1282;4.658;0;2;3
32;1291;4.656;0.021;3;2
32;1301;4.594;0;3;3
33;1336;4.514;-0.112;3;2
33;1347;4.291;-0.366;3;3
34;1389;4.514;0;2;2
34;1390;4.291;0;4;3
35;1403;4.291;0;1;4
35;1433;4.135;-0.267;4;2
36;1443;4.135;0;3;2
36;1446;4.135;0;3;1
36;1456;4.135;0;3;3
36;1478;4.135;0;5;1
37;1483;4.135;0;1;3
37;1490;4.135;0;4;4
37;1498;4.135;0;5;2
37;1499;4.135;0;3;2
37;1501;4.135;0;7;3
37;1503;4.135;0;4;2
37;1504;4.135;0;2;3
37;1510;4.135;0;1;2
38;1522;4.135;0;4;2
38;1525;4.135;0;2;2
38;1527;4.135;0;1;2
38;1533;4.135;0;7;3
38;1535;4.135;0;4;3
38;1536;4.135;0;3;3
38;1543;4.135;0;2;2
