GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;12.885;0;1;0
0;2;13.729;0;1;0
0;3;12.671;0;1;0
0;4;12.446;0;2;0
0;5;14.178;0;1;0
0;6;14.222;0;1;0
0;7;12.721;0;1;0
0;8;15.407;0;1;0
0;9;16.329;0;1;0
0;10;11.175;0;2;0
0;11;10.488;0;3;0
0;12;12.787;0;2;0
0;13;12.033;0;2;0
0;14;13.292;0;2;0
0;15;15.231;0;1;0
0;16;13.944;0;1;0
0;17;12.829;0;2;0
0;18;14.543;0;1;0
0;19;17.197;0;1;0
0;20;14.604;0;1;0
0;21;14.671;0;1;0
0;22;12.987;0;1;0
0;23;14.761;0;1;0
0;24;15.23;0;1;0
0;25;12.023;0;2;0
0;26;14.542;0;1;0
0;27;13.804;0;1;0
0;28;12.847;0;1;0
0;29;11.724;0;3;0
0;30;15.622;0;1;0
0;31;14.837;0;1;0
0;32;16.464;0;1;0
0;33;15.641;0;1;0
0;34;12.247;0;2;0
0;35;12.078;0;2;0
0;36;11.963;0;2;0
0;37;15.673;0;1;0
0;38;13.241;0;1;0
0;39;11.845;0;2;0
0;40;14.147;0;1;0
1;41;10.488;0;2;4
1;42;11.845;0;2;1
1;43;11.14;-0.086;2;3
1;44;12.149;0.245;1;3
1;45;13.151;0.868;0;3
1;46;10.461;-1.138;2;3
1;47;15.366;3.767;0;3
1;48;11.845;0;2;1
1;49;12.539;0.97;1;2
1;50;12.752;0.907;0;1
1;51;12.552;0.842;0;3
1;52;12.604;0.158;0;1
1;53;12.367;0.334;1;1
1;54;13.589;0.464;0;2
1;55;11.175;0;2;4
1;56;11.724;0;2;4
1;57;11.845;0;1;4
1;58;11.845;0;1;4
1;59;10.488;0;2;4
1;60;13.844;1.479;0;2
1;61;11.641;-0.083;0;1
1;62;13.961;2.392;0;3
1;63;9.968;-0.519;4;3
1;64;11.845;0;1;4
1;65;11.175;0;2;4
1;66;12.07;0.037;1;1
1;67;12.48;-0.246;1;3
1;68;11.724;0;1;4
1;69;13.709;2.111;1;2
1;70;11.623;-0.003;1;2
1;71;12.141;-0.105;1;1
1;72;11.794;-0.05;1;1
1;73;11.391;-0.208;2;2
1;74;11.724;0;1;4
1;75;11.175;0;2;1
1;76;12.265;-0.11;1;3
1;77;14.369;2.107;0;3
1;78;15.417;3.183;0;2
1;79;12.804;0.84;0;1
1;80;10.782;-1.156;0;3
2;81;12.23;1.676;0;3
2;82;9.968;0;2;3
2;83;12.554;1.723;0;3
2;84;10.488;0;2;3
2;85;11.439;0.978;1;3
