GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;11;11.965;0;3;0
0;17;11.598;0;3;0
0;33;12.062;0;3;0
0;35;12.278;0;1;0
1;46;12.062;0;1;4
1;54;12.519;0.349;1;3
1;67;11.598;0;2;4
1;72;9.82;-2.011;4;2
1;80;11.178;-0.786;2;1
2;105;8.46;-2.928;4;2
2;109;10.288;-0.211;2;3
3;132;8.46;0;3;1
3;133;8.46;0;2;2
3;142;8.46;0;2;1
4;168;8.46;0;2;1
4;176;8.46;0;2;1
4;177;8.42;-0.041;4;1
4;181;8.46;0;1;3
4;184;8.46;0;3;2
5;210;8.051;-0.389;4;3
5;236;8.397;-0.043;3;2
5;239;8.42;0;2;2
6;246;8.046;-0.383;3;2
6;250;8.323;-0.116;1;3
7;287;8.046;0;2;2
7;300;7.435;-0.752;8;3
8;333;7.435;0;3;3
9;366;7.435;0;3;3
9;397;7.435;0;4;3
11;461;7.112;-0.323;5;3
13;540;7.112;0;4;1
14;572;7.112;0;1;2
14;573;7.112;0;3;1
14;574;7.112;0;2;2
14;578;7.085;-0.027;3;1
14;595;7.112;0;1;2
15;623;6.817;-0.282;3;2
15;629;6.852;-0.246;3;2
15;632;7.076;-0.022;2;2
16;663;6.817;0;3;2
16;670;6.817;0;3;2
16;672;6.852;0;2;1
16;678;6.817;0;3;3
17;683;6.817;0;2;2
17;701;6.817;0;3;2
17;707;6.817;0;2;2
17;714;6.76;-0.075;4;3
18;741;6.69;-0.099;4;3
18;754;6.741;-0.047;2;3
18;755;6.75;-0.066;2;1
18;757;6.813;-0.003;2;3
19;781;6.676;-0.049;3;2
19;788;6.688;-0.067;3;3
19;791;6.635;-0.151;4;2
19;799;6.683;-0.067;3;2
20;811;6.515;-0.168;3;1
20;823;6.676;0;2;3
21;861;6.515;0;3;3
21;867;6.38;-0.222;4;2
21;871;6.507;-0.089;2;2
22;904;6.515;0;2;2
22;913;6.38;0;4;3
22;917;6.38;0;4;2
23;928;6.38;0;1;1
23;930;6.267;-0.181;3;3
23;932;6.38;0;3;3
24;965;6.267;0;4;1
24;979;6.267;0;2;2
24;984;6.267;0;1;3
24;996;5.941;-0.382;4;2
24;999;6.069;-0.254;4;2
25;1010;6.069;0;3;3
25;1016;5.991;-0.014;3;2
25;1021;5.941;0;3;3
25;1024;6.267;0;1;4
25;1032;6.05;-0.054;3;2
26;1046;5.803;-0.163;3;2
26;1069;5.863;-0.305;3;2
26;1073;5.669;-0.391;4;2
27;1084;5.491;-0.275;5;3
27;1089;5.669;0;3;3
27;1093;5.803;0;3;1
28;1123;5.669;0;3;3
28;1137;5.491;0;4;1
28;1138;5.491;0;3;3
29;1163;5.581;0.001;2;3
29;1170;5.491;0;3;3
29;1179;5.491;0;4;3
29;1182;5.407;-0.084;4;3
29;1199;5.491;0;1;2
30;1204;5.151;-0.385;6;2
30;1226;5.407;0;3;3
30;1240;5.491;0;1;2
31;1249;5.151;0;3;1
31;1253;5.151;0;4;3
31;1255;5.151;0;2;3
32;1282;5.151;0;2;4
32;1291;5.151;0;3;3
32;1292;5.151;0;2;2
32;1298;5.151;0;4;2
32;1306;5.151;0;3;3
32;1311;5.151;0;3;3
32;1312;5.151;0;6;3
32;1316;5.151;0;2;1
33;1323;5.151;0;2;3
33;1344;5.151;0;3;1
33;1345;5.151;0;1;4
33;1349;5.151;0;1;1
33;1354;5.151;0;7;2
34;1370;5.151;0;4;2
34;1388;5.151;0;7;2
34;1398;5.151;0;3;2
35;1403;5.151;0;5;2
35;1408;5.151;0;5;3
35;1421;5.151;0;6;3
35;1427;5.151;0;6;2
38;1527;5.151;0;3;3
38;1551;5.147;-0.004;6;3
39;1564;5.147;0;4;1
39;1582;5.147;0;5;3
40;1616;5.112;-0.036;3;2
40;1620;5.147;0;3;3
40;1629;5.147;0;2;2
41;1664;5.078;-0.069;4;1
41;1667;5.112;0;3;4
41;1679;5.112;0;2;2
42;1684;5.078;0;2;3
42;1689;5.078;0;5;2
42;1692;5.078;0;4;1
42;1709;5.112;0;2;2
43;1728;5.078;0;1;3
43;1736;5.078;0;3;2
43;1746;5.078;0;1;1
43;1747;5.078;0;2;2
43;1758;5.078;0;1;2
44;1768;5.078;0;2;2
44;1792;5.078;0;2;2
44;1799;4.771;-0.307;3;1
45;1812;5.061;0.137;2;2
45;1813;4.771;0;4;2
45;1816;4.771;0;2;3
45;1824;4.771;0;3;2
45;1825;4.771;0;2;2
45;1835;5.078;0;2;3
45;1838;4.771;0;2;1
45;1840;4.771;0;4;4
46;1848;4.771;0;1;3
46;1853;4.733;-0.191;3;2
46;1860;4.731;-0.185;3;2
46;1862;4.771;0;2;3
46;1876;4.771;0;2;2
46;1879;4.771;0;1;1
46;1880;4.771;0;2;3
47;1884;4.691;-0.061;4;3
47;1888;4.753;0.002;2;3
47;1891;4.731;0;3;2
47;1899;4.67;-0.082;5;3
47;1903;4.721;-0.03;1;3
47;1919;4.711;-0.041;3;2
48;1931;4.691;0;2;2
48;1934;4.681;-0.062;3;2
48;1949;4.69;-0.001;2;2
48;1952;4.691;0;2;3
49;1961;4.691;0;2;1
49;1966;4.659;-0.022;4;3
49;1968;4.681;0;2;3
49;1970;4.67;0;2;1
49;1973;4.67;0;3;3
49;1982;4.69;0;2;3
50;2014;4.651;-0.029;3;2
50;2015;4.67;0;2;2
50;2020;4.642;-0.033;6;2
50;2029;4.66;-0.021;1;2
51;2059;4.642;0;6;3
51;2061;4.642;0;3;1
51;2076;4.652;-0.004;2;2
52;2082;4.642;0;1;1
52;2086;4.642;0;2;2
52;2090;4.642;0;4;2
52;2095;4.642;0;9;3
52;2096;4.642;0;1;3
52;2098;4.642;0;1;2
52;2115;4.642;0;3;1
52;2117;4.642;0;2;2
53;2121;4.642;0;1;3
53;2123;4.642;0;8;1
53;2124;4.642;0;2;3
53;2127;4.642;0;7;2
53;2128;4.642;0;2;2
53;2130;4.642;0;1;2
53;2131;4.642;0;2;2
53;2135;4.642;0;4;1
53;2141;4.642;0;1;1
53;2142;4.642;0;1;2
53;2144;4.642;0;1;3
53;2150;4.642;0;3;2
53;2152;4.642;0;1;4
53;2153;4.642;0;6;3
53;2157;4.642;0;8;1
53;2159;4.642;0;5;1
54;2161;4.642;0;1;3
54;2164;4.642;0;2;2
54;2166;4.642;0;2;2
54;2173;4.642;0;3;3
54;2179;4.642;0;1;3
54;2180;4.642;0;2;2
54;2182;4.642;0;4;3
54;2189;4.642;0;6;1
54;2192;4.642;0;2;2
54;2197;4.642;0;1;2
55;2206;4.642;0;3;2
55;2208;4.642;0;6;1
55;2215;4.642;0;3;2
55;2220;4.642;0;3;3
55;2227;4.642;0;7;3
55;2231;4.642;0;7;3
55;2233;4.642;0;3;3
55;2234;4.642;0;4;2
55;2237;4.642;0;2;4
56;2251;4.642;0;4;2
56;2255;4.642;0;1;2
56;2260;4.642;0;3;1
56;2271;4.642;0;5;2
57;2281;4.642;0;1;3
57;2285;4.642;0;2;2
57;2304;4.642;0;2;2
58;2327;4.642;0;1;3
58;2329;4.642;0;5;3
58;2337;4.642;0;3;3
58;2338;4.642;0;6;1
