GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;12.803;0;2;0
0;9;12.861;0;2;0
0;26;10.962;0;2;0
0;29;13.008;0;2;0
0;35;13.446;0;2;0
0;39;11.861;0;4;0
1;50;11.449;-1.204;2;2
1;53;10.84;-2.094;3;2
1;59;10.962;0;3;2
1;62;12.257;-0.075;1;2
1;76;11.405;-0.507;2;3
2;81;10.776;-0.43;2;3
2;93;10.84;0;1;1
2;97;10.212;-0.689;3;2
2;100;11.405;0;2;4
2;105;9.835;-1.31;4;3
3;122;10.715;0.189;1;2
3;124;9.835;0;2;4
3;139;10.439;-0.181;2;3
3;146;9.772;-0.063;3;3
3;151;9.1;-1.206;3;3
4;168;9.654;-0.483;2;2
4;173;9.1;0;3;1
4;184;9.1;0;3;2
4;187;8.67;-1.102;5;3
4;200;9.052;-0.72;3;3
5;201;8.507;-0.87;4;2
5;205;8.67;0;3;3
5;211;8.67;0;3;2
5;231;9.1;0;2;2
5;233;9.052;0;3;1
6;255;8.126;-0.735;4;2
6;278;8.67;0;3;2
7;287;8.126;0;4;3
7;320;8.507;0;2;2
8;325;7.792;-0.334;3;1
8;326;8.126;0;2;2
8;341;8.126;0;3;1
9;370;7.463;-0.496;3;2
9;379;8.126;0;1;2
9;380;7.41;-0.549;3;2
9;396;7.651;-0.308;3;2
10;413;7.258;-0.393;4;3
10;414;7.41;0;2;1
10;433;7.463;0;2;2
11;451;7.331;-0.03;2;3
11;458;7.135;-0.301;5;3
12;511;6.76;-0.572;4;1
13;530;6.76;0;3;1
13;531;6.76;0;2;3
13;534;6.76;0;3;1
13;554;7.135;0;2;1
14;587;6.76;0;1;1
14;598;6.76;0;3;2
14;599;6.76;0;3;2
15;603;6.76;0;1;1
15;613;6.76;0;1;3
15;625;6.733;-0.026;3;3
16;643;6.233;-0.514;4;2
16;656;6.76;0;1;1
17;684;6.233;0;2;1
17;694;6.191;-0.306;5;2
18;722;6.191;0;4;1
18;725;6.233;0;2;2
18;749;6.233;0;3;2
18;759;6.191;0;5;4
19;783;6.186;-0.026;4;2
19;792;6.191;0;3;1
19;798;6.18;-0.032;4;2
20;815;6.18;0;4;1
20;821;6.18;0;2;1
20;829;6.186;0;2;3
20;831;6.175;-0.013;4;2
21;844;6.175;-0.002;3;2
21;845;6.18;0;2;3
21;850;6.172;-0.011;3;2
21;857;6.175;0;3;2
22;887;6.154;-0.024;4;2
22;900;6.175;0;2;3
22;919;6.161;-0.014;2;2
23;921;6.154;0;3;2
23;931;6.154;0;4;1
23;940;6.154;0;4;3
23;941;6.16;-0.008;2;3
23;956;6.161;0;2;1
24;978;6.153;-0.004;4;3
24;995;6.154;0;2;3
25;1007;6.153;0;3;1
25;1008;6.146;-0.007;4;2
25;1034;6.154;0;1;1
26;1054;6.148;-0.006;3;3
26;1055;5.968;-0.185;4;1
26;1080;6.146;0;4;2
27;1084;5.968;0;3;2
27;1092;5.866;-0.191;4;2
27;1098;5.968;0;1;3
28;1160;5.857;-0.15;4;3
29;1179;5.866;0;2;2
29;1189;5.866;0;2;2
29;1197;5.857;0;3;2
30;1205;5.84;-0.022;3;2
30;1211;5.857;0;3;2
30;1212;5.832;-0.029;4;3
30;1221;5.857;0;2;3
30;1222;5.857;0;1;2
31;1267;5.832;0;3;3
31;1270;5.832;0;3;1
31;1274;5.84;0;2;1
32;1281;5.825;-0.011;3;2
32;1284;5.817;-0.019;3;2
32;1301;5.805;-0.031;5;3
32;1307;5.832;0;3;1
32;1319;5.806;-0.038;4;3
33;1322;5.805;0;4;1
33;1328;5.817;0;2;2
33;1338;5.805;0;3;2
33;1344;5.805;0;4;1
33;1349;5.832;0;1;3
33;1352;5.799;-0.006;5;2
34;1361;5.794;-0.017;5;2
34;1367;5.799;0;3;3
34;1368;5.805;0;2;2
34;1378;5.798;-0.021;3;2
