GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;5;11.78;0;3;0
0;8;11.852;0;2;0
0;10;11.509;0;3;0
0;14;12.171;0;2;0
0;23;12.872;0;2;0
0;38;12.799;0;2;0
1;43;11.753;-0.573;2;2
1;51;11.78;0;2;4
1;64;9.884;-1.796;4;3
2;83;9.884;0;4;4
2;88;9.884;0;3;3
3;134;9.884;0;2;2
3;139;9.749;-0.135;3;3
3;147;9.884;0;2;4
3;155;9.884;0;2;4
4;196;9.447;-0.37;2;2
4;197;9.392;-0.425;3;3
5;209;8.419;-1.028;5;1
5;211;9.188;-0.259;3;1
5;214;9.392;0;2;2
6;242;8.345;-0.075;3;1
6;263;9.188;0;2;1
7;314;8.183;-1.107;3;3
8;337;8.002;-0.38;3;3
8;352;8.183;0;3;3
9;369;8.002;0;4;2
9;374;8.002;0;4;2
9;382;8.183;0;2;3
10;403;8.002;0;2;1
10;414;7.942;-0.06;3;3
10;420;8.002;0;2;3
10;427;7.944;-0.238;4;1
11;457;7.944;0;2;1
11;463;7.942;0;2;2
11;465;7.942;0;3;2
11;467;7.815;-0.157;3;3
11;475;7.315;-0.626;5;1
12;497;7.649;0.334;2;1
12;507;7.315;0;4;3
12;515;7.562;-0.381;2;2
12;519;7.942;0;1;1
13;534;7.315;0;2;3
13;537;7.025;-0.604;4;2
13;545;7.315;0;3;3
13;550;7.503;-0.126;1;2
13;555;7.542;0.059;2;2
14;561;7.315;0;1;2
14;568;7.025;0;3;2
14;575;7.265;-0.258;2;2
14;578;6.995;-0.414;3;2
14;584;7.025;0;3;1
14;587;7.164;-0.265;2;2
14;592;7.025;0;2;2
15;603;6.593;-0.501;3;3
15;611;7.025;0;2;2
15;616;6.749;-0.261;3;2
15;639;6.375;-0.77;5;2
16;644;6.593;0;2;2
16;645;6.375;0;3;2
16;648;6.375;0;4;3
16;663;6.518;-0.044;2;2
17;718;6.034;-0.413;2;3
18;731;6.375;0;1;1
18;740;6.034;0;3;3
19;762;6.034;0;2;3
19;773;6.034;0;2;3
19;790;6.034;0;2;3
19;796;5.886;-0.318;4;3
20;826;5.886;0;3;3
20;839;5.868;-0.091;3;2
21;858;5.487;-0.39;5;2
22;889;5.487;0;5;2
22;892;5.487;0;4;3
22;894;5.487;0;3;3
22;915;5.487;0;3;1
23;928;5.487;0;2;2
23;934;5.487;0;4;1
23;952;5.487;0;1;2
23;957;5.487;0;4;2
24;968;5.42;-0.067;2;3
24;977;5.487;0;3;1
24;978;5.487;0;3;2
24;989;5.487;0;4;1
25;1010;5.42;0;3;3
25;1016;5.42;0;3;1
25;1025;5.42;0;4;3
25;1031;5.42;0;4;2
26;1044;5.359;-0.094;3;2
27;1086;5.359;0;3;3
27;1104;5.359;0;4;3
