GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;3;12.933;0;2;0
0;5;12.992;0;2;0
0;17;11.666;0;3;0
0;24;12.084;0;3;0
1;63;10.449;-1.425;3;2
1;70;11.547;-1.386;2;1
2;102;10.449;0;2;4
2;109;10.449;0;3;3
3;124;10.066;-0.383;3;1
3;126;10.196;-0.803;3;2
3;160;10.449;0;2;4
4;175;10.066;0;2;4
4;195;9.032;-1.226;5;3
5;218;8.969;-0.063;4;1
6;255;8.969;0;3;1
6;276;8.969;0;2;3
7;285;8.51;-0.49;4;3
7;300;8.969;0;2;2
7;301;8.969;0;1;2
7;311;8.969;0;1;1
8;323;8.571;-0.169;2;2
8;358;8.51;0;3;2
8;359;8.474;-0.266;3;2
9;394;8.51;0;3;1
9;397;8.51;0;2;3
9;398;8.449;-0.043;2;2
9;400;8.459;-0.082;3;3
10;411;7.997;-0.513;4;3
10;416;8.464;0.01;2;2
11;460;7.383;-1.082;4;1
12;512;7.347;-0.036;3;1
12;520;7.383;0;2;2
13;535;6.933;-0.431;4;2
13;536;6.971;-0.411;3;3
14;578;6.831;-0.122;3;3
14;582;6.933;0;3;3
14;585;6.933;0;3;1
14;600;6.971;0;2;3
15;615;6.381;-0.571;4;2
15;627;6.32;-0.562;4;2
16;665;6.39;0.069;2;1
16;680;6.27;-0.081;4;2
17;690;6.146;-0.239;4;2
17;715;5.904;-0.481;4;2
18;745;6.148;-0.061;2;2
18;749;5.817;-0.209;3;2
19;762;5.904;0;2;1
19;783;5.771;-0.046;2;1
19;796;5.817;0;3;2
20;803;5.585;-0.209;3;3
20;839;5.817;0;2;4
21;862;5.388;-0.313;4;2
22;889;5.388;0;3;3
22;890;5.344;-0.142;3;2
23;924;5.387;0.021;2;2
23;936;5.344;0;4;2
23;941;5.388;0;2;2
23;944;5.388;0;2;2
23;948;5.344;0;2;2
23;955;5.344;0;3;3
24;963;5.308;-0.059;3;3
24;978;5.316;-0.05;2;2
24;982;5.276;-0.112;4;2
24;983;5.344;0;3;3
24;990;5.315;-0.051;4;2
24;999;5.333;-0.011;3;1
25;1011;5.155;-0.184;4;3
25;1027;5.257;-0.058;4;3
25;1032;5.258;-0.034;4;2
26;1050;5.155;0;3;2
26;1057;5.155;0;3;3
26;1072;5.155;0;3;3
26;1076;5.257;0;2;2
27;1097;5.118;-0.088;4;2
27;1104;5.155;0;2;3
27;1110;5.155;0;2;2
27;1119;5.155;0;3;1
28;1132;5.155;0;2;3
28;1134;5.155;0;1;2
28;1142;5.118;0;3;1
28;1160;5.134;-0.003;2;3
29;1174;5.105;-0.032;3;2
29;1182;5.117;-0.009;2;3
29;1188;5.071;-0.074;4;2
30;1203;5.071;0;3;3
30;1204;5.071;0;2;3
30;1205;5.076;-0.035;3;2
30;1208;5.071;0;4;1
30;1217;5.094;-0.023;2;3
31;1242;5.071;0;3;3
31;1257;5.071;0;2;1
31;1267;5.071;0;4;2
31;1275;5.068;-0.017;3;2
32;1301;5.068;0;2;3
32;1312;5.065;-0.004;3;2
33;1325;5.068;0;2;1
33;1341;5.063;-0.006;5;2
33;1347;5.065;0;3;3
33;1354;5.065;0;3;3
33;1356;5.068;0;1;3
34;1366;5.065;0;2;2
34;1367;5.063;0;2;3
34;1371;5.063;0;2;2
