GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;12.927;0;2;0
0;2;15.109;0;1;0
0;3;13.436;0;1;0
0;4;13.284;0;2;0
0;5;16.759;0;1;0
0;6;12.818;0;2;0
0;7;12.986;0;1;0
0;8;15.779;0;1;0
0;9;11.978;0;2;0
0;10;13.479;0;1;0
0;11;14.434;0;1;0
0;12;13.354;0;1;0
0;13;15.581;0;1;0
0;14;13.039;0;2;0
0;15;12.106;0;2;0
0;16;14.28;0;1;0
0;17;13.184;0;1;0
0;18;14.284;0;1;0
0;19;13.346;0;2;0
0;20;13.92;0;1;0
0;21;14.676;0;1;0
0;22;14.531;0;1;0
0;23;16.157;0;1;0
0;24;15.496;0;1;0
0;25;12.339;0;2;0
0;26;14.455;0;1;0
0;27;15.585;0;1;0
0;28;11.763;0;3;0
0;29;14.786;0;1;0
0;30;10.764;0;4;0
0;31;13.048;0;1;0
0;32;11.502;0;2;0
0;33;13.97;0;1;0
0;34;16.351;0;1;0
0;35;17.22;0;1;0
0;36;12.351;0;1;0
0;37;12.91;0;2;0
0;38;16.223;0;1;0
0;39;13.876;0;1;0
0;40;14.185;0;1;0
1;41;11.707;-0.452;1;2
1;42;13.404;1.477;0;2
1;43;14.453;2.582;0;3
1;44;11.502;0;2;1
1;45;14.406;2.116;0;2
1;46;14.017;2.582;0;3
1;47;11.347;-0.415;2;3
1;48;12.422;0.551;1;2
1;49;11.738;-0.368;1;1
1;50;10.764;0;3;4
1;51;12.527;0.895;1;3
1;52;11.252;0.488;2;1
1;53;11.022;0.258;2;1
1;54;13.192;0.568;1;2
1;55;11.389;-0.113;2;3
1;56;12.082;0.155;1;2
1;57;12.106;0;1;4
1;58;11.813;-0.41;1;2
1;59;12.553;0.202;1;1
1;60;11.786;-0.192;1;1
1;61;11.845;-1.269;1;2
1;62;14.656;2.194;0;3
1;63;11.502;0;2;1
1;64;12.107;0.27;1;3
1;65;10.764;0;3;1
1;66;13.049;1.114;1;2
1;67;12.986;0;1;4
1;68;10.764;0;2;1
1;69;12.339;0;1;4
1;70;13.72;1.793;0;3
1;71;11.744;-0.235;2;1
1;72;13.039;0;0;4
1;73;14.152;-0.303;1;1
