GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;30;10.764;0;4;0
1;50;10.764;0;3;4
1;68;10.764;0;2;1
2;113;10.553;-0.211;2;1
3;131;8.911;-1.747;6;3
4;176;8.911;0;5;3
4;194;8.911;0;5;1
4;198;8.911;0;5;1
5;204;8.911;0;3;4
5;219;8.78;-0.131;4;3
5;229;8.911;0;3;2
5;233;8.911;0;2;1
6;253;8.78;0;4;2
6;264;8.456;-0.39;3;3
6;272;8.911;0;1;2
7;281;8.456;0;2;1
7;294;8.78;0;2;1
7;315;8.732;-0.114;3;2
8;323;8.456;0;3;1
8;327;8.456;0;4;2
8;340;8.456;0;2;2
8;347;8.456;0;3;1
8;352;8.688;-0.068;1;2
9;388;8.456;0;3;1
9;396;8.219;-0.353;5;3
9;398;8.456;0;1;2
10;401;8.015;-0.441;4;1
10;414;8.456;0;1;3
10;439;8.449;0.112;2;3
11;448;8.252;-0.2;2;2
11;454;8.015;0;4;3
12;489;8.015;0;3;4
12;497;7.855;-0.279;4;2
12;511;8.015;0;3;3
13;539;7.638;-0.377;4;3
13;544;7.772;-0.163;3;2
14;579;7.638;0;3;2
14;580;7.638;0;3;2
14;600;7.761;0.015;2;3
15;614;7.638;0;1;2
15;617;7.386;-0.314;4;2
15;632;7.548;-0.152;3;2
16;650;7.166;-0.472;4;1
17;684;7.166;0;6;1
17;702;7.166;0;2;3
17;712;7.166;0;3;2
18;730;7.166;0;2;3
18;734;7.166;0;3;2
18;743;7.166;0;3;3
18;744;7.166;0;3;3
18;746;7.166;0;4;3
18;758;7.166;0;3;3
19;765;7.166;0;1;3
19;768;7.158;-0.008;4;3
19;791;7.166;0;2;2
19;799;7.166;0;2;3
20;812;7.158;0;4;3
20;832;7.166;0;3;3
21;850;7.158;0;2;3
21;861;7.145;-0.017;1;3
21;864;6.863;-0.299;4;2
21;878;6.765;-0.398;5;2
22;896;6.793;-0.365;4;1
22;911;6.771;-0.381;3;2
23;921;6.771;0;2;3
23;944;6.765;0;3;3
23;958;6.771;0;4;4
24;964;6.771;0;1;1
24;975;6.472;-0.296;3;2
24;980;6.656;-0.123;3;2
24;992;6.765;0;2;3
25;1012;6.371;-0.339;3;3
25;1029;6.564;-0.057;3;3
26;1041;6.22;-0.294;4;3
26;1077;6.258;-0.256;4;3
27;1081;6.186;-0.053;4;2
27;1118;6.22;0;3;1
27;1119;6.22;0;4;3
27;1120;6.22;0;2;2
28;1123;6.05;-0.17;5;3
28;1129;6.186;0;2;2
28;1141;6.22;0;1;3
29;1163;6.05;0;3;1
29;1177;6.05;0;5;1
29;1188;6.05;0;5;1
29;1198;6.186;0;1;2
30;1201;6.05;0;2;2
30;1217;6.05;0;2;3
30;1225;6.05;0;3;2
31;1242;6.05;0;1;2
31;1257;6.05;0;4;3
31;1261;6.05;0;1;2
31;1266;6.05;0;4;3
31;1270;6.05;0;3;1
32;1297;6.05;0;1;2
32;1299;6.05;0;2;3
33;1324;6.05;0;2;3
33;1337;5.962;-0.088;4;3
34;1391;5.962;0;3;1
34;1392;5.962;0;4;2
35;1406;5.794;-0.212;4;2
35;1418;5.843;-0.163;4;3
35;1428;5.962;0;3;3
36;1447;5.815;-0.087;3;2
36;1454;5.794;0;3;3
37;1487;5.79;-0.015;4;2
37;1497;5.794;0;3;2
38;1537;5.79;0;3;1
38;1547;5.79;0;3;1
39;1565;5.79;0;2;2
39;1576;5.688;-0.102;4;3
39;1598;5.79;0;3;2
40;1601;5.752;0.013;2;2
40;1611;5.355;-0.333;6;1
40;1615;5.636;-0.103;4;2
41;1647;5.633;-0.079;3;2
41;1650;5.609;-0.053;3;2
41;1663;5.519;-0.201;3;2
41;1667;5.355;0;4;1
42;1684;5.355;0;2;3
42;1688;5.519;0;1;2
42;1691;5.609;0;1;3
42;1719;5.355;0;3;3
43;1739;5.233;-0.205;8;3
43;1746;5.355;0;2;1
43;1748;5.355;0;2;2
44;1769;5.233;0;3;1
44;1790;5.233;0;3;2
44;1797;5.233;0;3;4
45;1801;5.233;0;2;1
45;1802;5.233;0;3;2
45;1803;5.233;0;2;3
45;1824;5.233;0;3;3
45;1835;5.233;0;3;2
46;1849;5.233;0;4;3
46;1872;5.233;0;2;3
46;1880;5.233;0;2;2
47;1901;5.175;-0.057;5;3
48;1927;5.175;0;4;3
48;1956;5.175;0;4;1
49;1962;5.175;0;4;3
49;1966;5.175;0;3;3
49;1998;5.175;0;5;3
49;2000;5.175;0;5;4
50;2009;5.175;0;1;3
50;2034;5.175;0;1;2
51;2054;5.175;0;2;2
51;2056;5.067;-0.108;5;1
52;2093;5.067;0;3;2
52;2094;5.067;0;5;3
53;2134;5.067;0;6;3
53;2157;5.067;0;2;1
54;2161;5.067;0;4;3
55;2240;5.067;0;4;2
56;2243;4.949;-0.118;7;1
57;2285;4.949;0;5;1
57;2286;4.949;0;3;3
58;2327;4.949;0;2;3
58;2333;4.949;0;4;3
58;2340;4.949;0;3;3
58;2347;4.949;0;2;2
58;2351;4.949;0;2;2
58;2353;4.949;0;2;2
59;2361;4.949;0;2;3
59;2371;4.949;0;2;3
59;2388;4.949;0;3;2
59;2392;4.949;0;2;1
59;2399;4.949;0;2;3
60;2412;4.949;0;2;1
60;2427;4.949;0;1;1
61;2451;4.949;0;1;2
61;2460;4.949;0;3;1
61;2467;4.937;-0.012;4;1
62;2481;4.736;-0.213;12;3
63;2527;4.736;0;2;3
63;2540;4.736;0;2;1
63;2546;4.736;0;6;1
63;2556;4.736;0;2;2
63;2560;4.736;0;5;4
64;2563;4.736;0;2;2
64;2564;4.736;0;2;1
64;2566;4.736;0;3;2
64;2568;4.736;0;4;2
64;2573;4.736;0;2;2
64;2574;4.736;0;3;2
64;2579;4.736;0;4;2
64;2584;4.736;0;3;1
64;2594;4.736;0;2;2
64;2595;4.736;0;3;3
64;2599;4.736;0;2;2
65;2607;4.736;0;5;3
65;2609;4.736;0;9;2
65;2612;4.736;0;2;2
65;2613;4.736;0;6;1
65;2615;4.736;0;3;3
65;2622;4.736;0;3;2
65;2634;4.736;0;2;2
65;2637;4.736;0;4;1
65;2638;4.736;0;5;2
65;2640;4.736;0;3;2
66;2642;4.736;0;1;2
66;2655;4.736;0;1;3
66;2666;4.736;0;1;2
66;2667;4.736;0;2;1
66;2678;4.736;0;2;1
67;2685;4.736;0;3;2
67;2689;4.736;0;4;2
67;2695;4.736;0;3;2
67;2697;4.736;0;4;2
67;2709;4.736;0;2;2
67;2711;4.736;0;2;3
67;2713;4.736;0;5;3
68;2725;4.736;0;2;3
68;2736;4.736;0;3;2
68;2742;4.736;0;2;2
68;2746;4.736;0;3;2
68;2748;4.736;0;4;2
68;2752;4.736;0;2;2
68;2760;4.736;0;2;3
69;2763;4.736;0;1;1
69;2775;4.736;0;4;3
69;2780;4.736;0;2;3
69;2782;4.736;0;5;1
69;2787;4.736;0;2;2
69;2794;4.736;0;5;2
70;2803;4.736;0;2;3
70;2809;4.736;0;2;2
70;2818;4.736;0;5;2
70;2823;4.736;0;1;3
70;2829;4.736;0;5;1
70;2831;4.736;0;1;3
71;2841;4.736;0;15;2
71;2849;4.736;0;1;2
71;2854;4.736;0;3;2
