GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;32;12.103;0;3;0
0;37;12.365;0;2;0
1;60;9.075;-3.159;5;2
2;99;9.075;0;2;1
2;110;9.075;0;2;1
2;111;9.546;0.471;2;1
3;156;9.057;-0.254;4;2
3;159;8.787;-0.288;3;3
4;170;8.758;-0.174;3;3
4;188;8.787;0;3;1
5;203;8.758;0;2;1
6;247;7.913;-0.844;6;3
7;288;7.913;0;3;3
7;301;7.913;0;3;4
8;324;7.913;0;4;1
8;335;7.913;0;3;3
8;341;7.913;0;4;1
8;352;7.913;0;4;2
9;361;7.87;-0.043;4;3
9;368;7.913;0;3;2
9;379;7.913;0;1;1
10;407;7.913;0;2;2
10;410;7.87;0;3;3
10;430;7.87;0;3;4
10;433;7.87;0;3;1
11;441;7.678;-0.214;4;2
11;444;7.707;-0.163;4;3
11;459;7.71;-0.182;3;2
11;475;7.805;-0.086;3;2
11;477;7.803;-0.088;3;3
12;514;7.541;-0.262;2;1
13;527;7.541;0;3;2
13;540;7.541;0;2;3
13;552;7.446;-0.179;4;2
14;566;7.283;-0.21;4;2
14;569;7.446;0;3;1
14;582;7.219;-0.459;5;1
15;602;7.219;0;6;2
15;618;7.219;0;3;1
15;628;7.446;0;1;3
16;658;7.219;0;3;2
16;668;7.219;0;3;1
16;670;7.219;0;4;2
16;673;7.219;0;2;3
16;674;7.219;0;2;1
16;675;7.219;0;2;2
17;699;7.219;0;2;2
17;702;7.219;0;3;2
17;710;7.219;0;3;2
17;713;7.219;0;4;3
17;714;7.219;0;1;2
17;715;7.219;0;1;1
18;721;7.151;-0.068;3;3
18;725;7.219;0;2;2
18;736;7.219;0;3;2
19;779;7.219;0;2;3
19;780;7.219;0;2;3
19;781;7.151;0;3;3
19;784;7.151;0;3;1
19;789;7.151;0;3;3
19;791;7.151;0;3;1
20;809;7.049;-0.136;3;3
20;812;7.05;-0.135;2;2
20;813;6.967;-0.218;2;3
20;820;6.801;-0.35;4;1
20;825;6.973;-0.212;3;2
21;861;6.921;-0.003;2;2
21;862;6.887;-0;2;2
21;876;6.801;0;1;4
21;877;6.796;-0.129;3;2
22;884;6.745;-0.096;7;2
23;926;6.745;0;5;3
23;939;6.745;0;3;1
23;943;6.745;0;5;2
24;968;6.745;0;4;2
24;979;6.745;0;4;3
24;991;6.745;0;2;4
24;994;6.745;0;3;2
25;1005;6.745;0;7;3
25;1007;6.745;0;2;3
25;1011;6.745;0;2;2
25;1020;6.745;0;2;2
25;1032;6.745;0;1;3
26;1065;6.745;0;2;3
26;1066;6.745;0;4;2
26;1075;6.745;0;6;3
27;1081;6.745;0;1;1
27;1094;6.745;0;1;3
27;1106;6.745;0;2;2
28;1121;6.745;0;1;1
28;1133;6.745;0;2;2
28;1139;6.745;0;2;3
28;1140;6.745;0;1;2
28;1150;6.745;0;1;2
29;1182;6.349;-0.397;4;3
30;1220;6.349;0;3;2
30;1240;6.349;0;4;2
31;1241;6.349;0;2;1
31;1246;6.349;0;3;1
31;1251;6.349;0;2;2
31;1269;6.349;0;4;3
31;1270;6.349;0;3;3
32;1290;6.279;-0.07;3;3
32;1295;6.349;0;1;1
32;1304;6.349;0;1;2
32;1310;6.349;0;3;2
32;1312;6.349;0;3;2
33;1329;6.349;0;2;2
33;1333;6.279;0;1;1
33;1338;6.349;0;2;2
33;1346;6.349;0;1;1
33;1357;5.988;-0.326;5;2
34;1383;6.278;-0.036;2;3
34;1388;5.975;-0.158;3;2
34;1398;6.179;-0.135;1;2
34;1400;6.102;-0.177;3;3
35;1412;5.975;0;3;2
35;1416;5.975;0;3;1
35;1436;5.989;-0.095;2;3
35;1440;5.928;-0.262;4;3
36;1453;5.949;-0.033;2;3
36;1454;5.841;-0.111;3;2
36;1464;5.719;-0.232;4;3
36;1475;5.884;-0.068;3;2
37;1496;5.731;-0.164;3;3
37;1497;5.884;0;2;1
38;1526;5.731;0;1;3
38;1547;5.238;-0.563;5;2
38;1555;5.57;-0.237;4;2
39;1574;5.393;-0.092;2;2
39;1596;5.238;0;4;4
40;1601;5.238;0;3;3
40;1614;5.238;0;3;3
40;1617;5.364;-0.117;2;3
41;1644;5.238;0;3;1
41;1655;5.238;0;1;3
41;1663;5.238;0;2;3
42;1685;5.238;0;4;2
42;1690;5.238;0;3;3
42;1706;5.238;0;3;1
42;1718;5.238;0;4;2
43;1724;5.177;-0.062;4;3
43;1760;5.238;0;3;2
44;1765;5.177;0;3;1
44;1771;5.177;0;3;2
44;1776;5.238;0;1;3
45;1815;5.057;-0.15;5;2
45;1823;5.07;-0.137;3;3
45;1824;5.071;-0.136;3;2
46;1870;5.07;0;2;3
46;1875;5.071;0;2;3
47;1889;5.05;-0.02;3;3
47;1898;4.957;-0.16;5;3
47;1914;5.07;0;2;2
47;1917;5.057;0;3;3
48;1922;4.957;0;2;1
48;1933;4.929;-0.134;4;2
48;1938;5.05;0;2;1
48;1939;4.957;0;3;3
49;1967;4.929;0;6;2
49;1985;4.952;0.009;3;2
50;2002;4.929;0;1;3
50;2006;4.929;0;3;2
50;2007;4.929;0;2;3
50;2013;4.884;-0.071;4;3
50;2026;4.929;0;3;3
51;2047;4.884;0;3;1
52;2087;4.884;0;1;1
52;2093;4.884;0;3;1
52;2111;4.638;-0.269;4;3
52;2112;4.884;0;2;1
53;2126;4.371;-0.389;4;3
53;2145;4.884;0;2;3
54;2167;4.371;0;4;3
54;2175;4.371;0;3;2
54;2192;4.371;0;4;2
54;2194;4.371;0;1;2
55;2205;4.371;0;3;3
55;2209;4.371;0;3;2
55;2214;4.371;0;4;2
55;2215;4.371;0;4;2
55;2221;4.371;0;4;3
55;2222;4.371;0;2;1
55;2223;4.371;0;13;1
55;2226;4.371;0;3;3
55;2227;4.371;0;4;1
55;2230;4.371;0;7;3
55;2231;4.371;0;1;3
55;2232;4.371;0;6;3
55;2238;4.371;0;1;3
55;2240;4.371;0;1;4
56;2248;4.371;0;3;1
56;2254;4.371;0;5;2
56;2255;4.371;0;4;2
56;2256;4.371;0;2;3
56;2257;4.371;0;1;2
56;2259;4.371;0;2;1
56;2264;4.371;0;4;1
56;2265;4.371;0;4;1
56;2266;4.371;0;3;3
56;2272;4.371;0;4;3
56;2273;4.371;0;1;1
56;2275;4.371;0;6;1
56;2277;4.371;0;1;1
57;2299;4.371;0;1;3
57;2302;4.371;0;1;1
57;2308;4.371;0;4;3
57;2309;4.371;0;1;2
57;2311;4.371;0;5;2
57;2312;4.371;0;5;2
57;2314;4.371;0;3;2
57;2320;4.371;0;7;4
58;2322;4.371;0;2;2
58;2328;4.371;0;2;3
58;2330;4.371;0;3;2
58;2340;4.371;0;3;2
58;2341;4.371;0;5;2
58;2346;4.371;0;4;2
58;2355;4.371;0;3;1
58;2359;4.371;0;1;4
58;2360;4.371;0;2;3
59;2368;4.371;0;4;3
59;2372;4.371;0;5;2
59;2378;4.371;0;2;2
59;2382;4.371;0;1;3
59;2383;4.371;0;1;3
59;2393;4.371;0;1;2
59;2397;4.371;0;7;2
59;2399;4.371;0;1;3
59;2400;4.371;0;1;2
60;2403;4.371;0;5;3
60;2408;4.371;0;2;3
60;2409;4.371;0;7;3
60;2410;4.371;0;2;2
60;2412;4.371;0;6;2
60;2421;4.371;0;5;2
60;2424;4.371;0;1;2
60;2430;4.371;0;1;3
61;2444;4.371;0;18;2
61;2445;4.371;0;1;3
61;2447;4.371;0;6;1
61;2448;4.371;0;2;3
61;2450;4.371;0;3;2
61;2453;4.371;0;4;2
61;2468;4.371;0;1;2
61;2477;4.371;0;3;4
61;2479;4.371;0;2;2
61;2480;4.371;0;1;1
62;2489;4.371;0;4;2
62;2493;4.371;0;5;3
62;2497;4.371;0;4;3
62;2505;4.371;0;2;2
62;2506;4.371;0;5;2
62;2513;4.371;0;2;1
62;2520;4.371;0;4;2
63;2525;4.371;0;2;3
63;2534;4.371;0;5;2
63;2540;4.371;0;4;1
63;2542;4.371;0;2;3
63;2546;4.371;0;5;2
63;2550;4.371;0;2;3
63;2557;4.371;0;3;2
63;2558;4.371;0;4;3
64;2579;4.371;0;4;2
64;2583;4.371;0;2;2
64;2586;4.371;0;7;2
64;2594;4.371;0;2;4
65;2601;4.371;0;2;3
65;2602;4.371;0;1;2
65;2614;4.371;0;2;2
65;2615;4.371;0;2;2
65;2628;4.371;0;3;3
65;2629;4.371;0;1;2
65;2634;4.371;0;6;2
65;2637;4.371;0;6;3
66;2642;4.371;0;4;2
66;2643;4.371;0;2;3
66;2646;4.371;0;1;2
66;2653;4.371;0;1;3
66;2664;4.371;0;3;1
66;2667;4.371;0;11;3
66;2668;4.371;0;1;2
66;2669;4.371;0;1;3
66;2677;4.371;0;3;2
66;2678;4.371;0;4;2
67;2682;4.371;0;8;3
67;2684;4.371;0;2;3
67;2685;4.371;0;1;2
67;2686;4.371;0;1;2
67;2687;4.371;0;17;2
67;2690;4.371;0;3;3
67;2691;4.371;0;2;2
67;2694;4.371;0;6;2
67;2701;4.371;0;3;3
67;2705;4.371;0;2;2
67;2708;4.371;0;1;3
67;2717;4.371;0;6;3
68;2723;4.371;0;2;1
68;2732;4.371;0;1;1
68;2737;4.371;0;2;1
68;2748;4.371;0;4;1
68;2751;4.371;0;4;1
68;2756;4.371;0;8;2
68;2758;4.371;0;3;2
69;2767;4.371;0;2;2
69;2773;4.371;0;1;2
69;2781;4.371;0;3;1
69;2783;4.371;0;6;3
69;2784;4.371;0;4;1
69;2785;4.371;0;2;2
69;2789;4.371;0;3;3
69;2790;4.371;0;6;1
69;2794;4.371;0;7;2
69;2800;4.371;0;3;2
70;2806;4.371;0;10;3
70;2808;4.371;0;5;2
70;2815;4.371;0;3;2
70;2816;4.371;0;3;2
70;2822;4.371;0;1;2
70;2829;4.371;0;1;1
71;2841;4.371;0;3;3
71;2842;4.371;0;2;2
71;2843;4.371;0;1;2
71;2844;4.371;0;7;2
71;2852;4.371;0;6;3
71;2854;4.371;0;1;3
71;2857;4.371;0;5;1
71;2858;4.371;0;4;2
71;2864;4.371;0;2;3
72;2885;4.371;0;2;2
72;2901;4.371;0;3;2
72;2908;4.371;0;1;2
72;2913;4.371;0;7;3
73;2924;4.371;0;2;2
73;2927;4.371;0;1;2
73;2930;4.371;0;6;3
73;2936;4.371;0;1;2
73;2940;4.371;0;3;3
73;2956;4.371;0;4;1
73;2958;4.371;0;7;2
74;2963;4.371;0;1;2
74;2974;4.371;0;2;2
74;2976;4.371;0;4;2
74;2977;4.371;0;1;2
74;2987;4.371;0;2;3
74;2995;4.371;0;1;2
75;3003;4.371;0;2;2
75;3009;4.371;0;4;2
75;3010;4.371;0;4;2
75;3011;4.371;0;6;2
75;3016;4.371;0;2;3
75;3017;4.371;0;3;2
75;3027;4.371;0;4;3
75;3033;4.371;0;2;2
75;3037;4.371;0;3;3
76;3044;4.371;0;4;2
76;3055;4.371;0;1;3
76;3058;4.371;0;3;2
76;3062;4.371;0;6;3
76;3073;4.371;0;2;3
76;3080;4.371;0;2;2
77;3089;4.371;0;7;1
77;3096;4.371;0;5;3
77;3100;4.371;0;1;1
77;3101;4.371;0;1;1
77;3111;4.371;0;1;3
77;3115;4.371;0;4;4
78;3122;4.371;0;8;3
78;3128;4.371;0;2;2
78;3138;4.371;0;5;3
78;3139;4.371;0;1;2
78;3141;4.371;0;8;1
78;3146;4.371;0;5;1
78;3147;4.371;0;5;2
78;3149;4.371;0;2;3
78;3150;4.371;0;2;2
78;3157;4.371;0;2;2
79;3165;4.371;0;2;1
79;3174;4.371;0;1;1
79;3182;4.371;0;3;2
79;3183;4.371;0;2;3
79;3186;4.371;0;10;1
79;3190;4.371;0;2;2
79;3191;4.371;0;2;3
79;3194;4.371;0;1;3
79;3197;4.371;0;4;2
80;3206;4.371;0;4;2
80;3208;4.371;0;5;2
80;3210;4.371;0;6;1
80;3216;4.371;0;2;2
80;3218;4.371;0;3;2
80;3223;4.371;0;3;3
80;3224;4.371;0;1;3
81;3245;4.371;0;3;3
81;3253;4.371;0;3;3
81;3260;4.371;0;6;2
81;3262;4.371;0;1;3
81;3265;4.371;0;2;2
81;3278;4.371;0;8;4
82;3282;4.371;0;3;2
82;3287;4.371;0;1;3
82;3293;4.371;0;3;2
82;3302;4.371;0;2;2
82;3305;4.371;0;11;3
83;3331;4.371;0;3;2
83;3335;4.371;0;1;3
83;3340;4.371;0;2;3
83;3343;4.371;0;2;2
83;3344;4.371;0;3;2
83;3348;4.371;0;2;2
83;3349;4.371;0;2;1
83;3360;4.371;0;4;2
84;3369;4.371;0;4;3
84;3375;4.371;0;1;3
84;3377;4.371;0;2;2
84;3381;4.371;0;3;2
84;3382;4.371;0;4;2
84;3388;4.371;0;3;4
85;3404;4.371;0;2;3
85;3412;4.371;0;3;2
85;3413;4.371;0;1;2
85;3427;4.371;0;1;2
85;3430;4.371;0;2;2
85;3432;4.371;0;4;1
86;3441;4.371;0;1;1
86;3442;4.371;0;2;2
86;3445;4.371;0;2;3
86;3455;4.371;0;1;2
86;3456;4.371;0;1;2
86;3459;4.371;0;2;2
86;3468;4.371;0;7;2
86;3472;4.371;0;6;2
86;3476;4.371;0;2;2
87;3481;4.371;0;3;2
87;3487;4.371;0;4;1
87;3497;4.371;0;4;3
87;3501;4.371;0;1;1
87;3502;4.371;0;3;2
87;3511;4.371;0;1;3
87;3516;4.371;0;4;2
87;3517;4.371;0;4;4
88;3526;4.371;0;7;1
88;3527;4.371;0;3;2
88;3536;4.371;0;6;3
88;3547;4.371;0;2;2
89;3591;4.371;0;5;2
89;3592;4.371;0;1;2
89;3596;4.371;0;1;2
90;3633;4.371;0;3;1
90;3635;4.371;0;5;2
91;3659;4.371;0;3;3
92;3700;4.371;0;7;2
92;3720;4.371;0;1;2
93;3734;4.371;0;2;2
93;3735;4.371;0;4;3
93;3749;4.371;0;6;3
94;3771;4.371;0;2;1
94;3781;4.371;0;5;2
95;3804;4.371;0;1;2
96;3841;4.371;0;2;2
97;3909;4.364;-0.008;2;1
98;3945;4.359;-0.009;1;3
