GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;34;10.326;0;4;0
1;43;10.326;0;3;4
1;58;9.859;-0.467;5;1
1;74;10.326;0;3;4
3;121;8.983;-0.876;4;3
4;192;8.893;-0.966;4;1
4;193;8.983;0;3;4
5;203;8.983;0;2;2
5;211;8.893;0;3;1
5;217;8.893;0;3;1
5;229;8.893;0;2;1
6;241;8.863;-0.03;2;3
6;248;8.724;-0.214;3;3
6;254;8.893;0;2;2
6;258;8.893;0;2;2
6;277;8.761;-0.177;3;2
6;280;8.893;0;1;2
7;281;8.477;-0.401;2;2
7;287;8.295;-0.499;2;3
7;288;8.035;-0.792;3;2
7;319;8.268;-0.526;2;2
8;328;8.098;-0.795;2;1
8;335;8.225;-0.043;2;3
8;350;7.809;-0.577;3;2
8;360;8.035;0;2;4
9;363;8.035;0;2;1
9;369;7.809;0;3;1
9;378;7.925;0.003;2;3
9;385;7.599;-0.323;3;2
9;388;7.809;0;2;1
9;396;7.916;-0.246;2;2
10;426;7.371;-0.391;3;2
10;434;6.915;-0.842;2;2
10;435;7.134;-0.57;3;2
10;437;7.727;-0.249;2;2
11;468;6.792;-0.757;7;2
11;476;6.915;0;4;2
12;486;6.792;0;5;2
12;516;6.792;0;3;3
12;520;6.915;0;2;4
13;523;6.656;-0.259;5;3
13;535;6.792;0;3;3
13;537;6.792;0;2;2
13;546;6.792;0;2;2
13;553;6.792;0;3;2
13;560;6.792;0;2;2
14;570;6.673;-0.119;3;3
14;582;6.792;0;2;2
15;613;6.425;-0.231;4;1
15;614;6.656;0;2;3
15;628;6.551;-0.182;4;2
16;643;6.425;0;7;2
16;646;6.551;0;3;3
16;659;6.561;0.02;3;2
16;672;6.425;0;5;1
17;686;6.425;0;1;2
17;696;6.425;0;1;2
17;697;6.425;0;2;3
17;706;6.425;0;6;2
17;711;6.425;0;4;2
18;725;6.425;0;2;2
18;726;6.425;0;4;3
18;735;6.425;0;4;2
18;746;6.425;0;1;2
18;756;6.425;0;2;1
19;765;6.425;0;2;2
19;774;6.425;0;1;1
19;796;6.425;0;4;3
19;797;6.425;0;1;3
20;811;6.425;0;2;1
20;834;6.425;0;2;2
21;853;5.982;-0.443;4;1
21;874;6.33;-0.095;2;1
22;891;5.982;0;3;2
22;902;5.982;0;3;1
22;910;5.982;0;3;3
22;916;6.33;0;1;3
23;924;5.982;0;2;3
23;934;5.982;0;1;3
23;940;5.982;0;1;4
23;949;5.982;0;2;3
23;954;5.823;-0.159;3;3
24;961;5.857;-0.046;2;2
24;972;5.765;-0.138;2;3
24;979;5.823;0;2;3
24;998;5.512;-0.39;2;2
24;1000;5.324;-0.578;3;2
25;1007;5.183;-0.456;4;2
25;1011;5.324;0;2;3
25;1012;5.159;-0.414;4;3
25;1023;5.293;-0.547;3;3
26;1044;5.183;0;1;2
26;1052;5.244;0.002;2;2
26;1076;5.293;0;2;2
27;1098;4.906;-0.307;3;2
27;1104;5.041;-0.197;3;2
28;1135;4.906;0;4;2
28;1136;4.906;0;3;2
28;1152;4.906;0;5;1
29;1194;4.904;-0.196;4;2
30;1201;4.904;0;3;1
30;1228;4.876;-0.029;4;3
30;1240;4.906;0;2;1
