GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;4;11.728;0;3;0
0;10;9.55;0;4;0
1;49;9.55;0;3;4
1;59;8.517;-1.032;5;3
2;97;8.517;0;3;4
2;115;8.517;0;4;2
2;120;8.517;0;4;4
3;122;8.517;0;2;2
3;125;8.517;0;2;3
3;138;8.517;0;2;1
3;143;8.517;0;2;1
3;144;8.509;-0.009;3;3
4;181;8.451;-0.066;2;1
4;182;8.501;-0.016;2;3
4;193;8.441;-0.072;3;2
4;196;8.509;0;2;2
5;223;8.13;-0.35;3;2
5;226;8.411;-0.099;3;3
5;240;8.413;-0.096;1;2
6;268;8.079;-0.193;2;3
6;271;8.413;0;2;2
7;285;7.852;-0.42;3;3
7;295;8.079;0;2;2
8;325;7.946;-0.019;2;3
8;332;7.817;-0.035;4;1
9;376;7.946;0;2;3
10;404;7.393;-0.506;3;2
10;426;7.817;0;3;3
11;458;7.385;-0.22;4;2
12;505;7.364;-0.026;4;2
12;520;7.385;0;3;2
13;523;7.224;-0.162;2;1
13;534;7.11;-0.265;4;3
13;542;7.068;-0.306;4;2
13;560;7.364;0;3;3
14;575;7.167;-0.07;2;2
14;583;7.068;0;3;2
14;584;7.068;0;2;1
15;603;7.021;-0.097;3;2
15;607;6.939;-0.15;5;3
16;643;7.021;0;2;1
16;666;6.939;0;6;3
16;669;6.939;0;6;1
16;676;6.939;0;2;1
17;683;6.939;0;2;3
17;686;6.939;0;1;3
17;687;6.939;0;2;2
17;689;6.939;0;4;2
17;707;6.939;0;3;1
17;711;6.939;0;4;2
17;713;6.939;0;4;3
18;725;6.939;0;1;1
18;733;6.778;-0.161;4;3
18;741;6.939;0;4;1
18;748;6.939;0;4;2
18;753;6.939;0;1;3
19;767;6.778;0;3;2
19;785;6.712;-0.227;7;3
20;810;6.712;0;4;2
20;824;6.778;0;3;3
20;828;6.712;0;2;2
20;829;6.712;0;4;2
20;838;6.778;0;3;2
21;845;6.712;0;6;1
21;851;6.712;0;2;1
21;868;6.712;0;4;2
21;877;6.712;0;2;3
21;880;6.712;0;3;1
22;882;6.712;0;2;3
22;899;6.712;0;3;3
22;900;6.712;0;2;2
22;901;6.712;0;5;2
22;907;6.712;0;3;3
22;908;6.712;0;2;3
22;910;6.712;0;2;2
22;916;6.712;0;2;3
22;918;6.712;0;4;2
22;919;6.712;0;3;3
22;920;6.712;0;4;2
23;924;6.712;0;1;3
23;950;6.712;0;3;2
24;963;6.463;-0.249;4;3
24;976;6.712;0;2;1
24;989;6.712;0;2;2
24;994;6.712;0;2;3
25;1016;6.636;0.049;3;2
25;1018;6.649;0.062;2;2
25;1029;6.685;0.097;2;3
25;1034;6.463;0;3;3
26;1062;6.39;-0.184;4;3
26;1075;6.42;-0.129;4;2
27;1116;6.42;0;2;3
27;1118;6.39;0;4;2
27;1120;6.39;0;5;2
28;1128;6.39;0;3;1
28;1132;6.294;-0.111;9;2
28;1134;6.39;0;2;3
28;1146;6.39;0;1;3
29;1163;6.294;0;5;2
