GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;13.162;0;1;0
0;2;13.788;0;1;0
0;3;14.516;0;1;0
0;4;11.728;0;3;0
0;5;14.322;0;1;0
0;6;16.391;0;1;0
0;7;14.173;0;1;0
0;8;15.092;0;1;0
0;9;14.584;0;1;0
0;10;9.55;0;4;0
0;11;12.701;0;2;0
0;12;14.425;0;1;0
0;13;14.726;0;1;0
0;14;14.357;0;1;0
0;15;12.204;0;2;0
0;16;14.327;0;1;0
0;17;16.615;0;1;0
0;18;13.597;0;1;0
0;19;14.044;0;1;0
0;20;14.927;0;1;0
0;21;16.532;0;1;0
0;22;12.285;0;2;0
0;23;15.268;0;1;0
0;24;16.117;0;1;0
0;25;17.144;0;1;0
0;26;14.188;0;1;0
0;27;13.276;0;1;0
0;28;16.134;0;1;0
0;29;12.866;0;2;0
0;30;14.753;0;1;0
0;31;13.74;0;1;0
0;32;14.992;0;1;0
0;33;12.016;0;2;0
0;34;15.057;0;1;0
0;35;15.457;0;1;0
0;36;16.793;0;1;0
0;37;14.986;0;1;0
0;38;14.875;0;1;0
0;39;13.092;0;2;0
0;40;14.811;0;1;0
1;41;11.728;0;1;4
1;42;13.788;0;0;4
1;43;16.404;4.991;0;2
1;44;12.204;0;1;4
1;45;13.825;0.589;1;2
1;46;12.483;0.373;1;2
1;47;13.918;0.443;1;2
1;48;14.592;2.441;0;2
1;49;9.55;0;3;4
1;50;12.497;-1.245;1;3
1;51;12.016;0;1;4
1;52;13.276;0;1;4
1;53;13.055;2.138;1;3
1;54;10.428;-1.369;2;3
1;55;9.55;0;2;2
1;56;9.55;0;2;4
1;57;13.092;0;1;4
1;58;16.251;3.444;0;3
1;59;8.517;-1.032;5;3
1;60;11.774;-0.908;2;2
1;61;11.975;2.425;2;1
1;62;11.129;-2.04;2;2
1;63;11.187;-0.964;1;3
1;64;11.743;0.618;1;3
1;65;13.162;0;1;4
1;66;13.196;0.33;1;1
1;67;12.285;0;1;4
1;68;12.137;1.498;0;2
1;69;13.555;1.115;1;2
1;70;12.016;0;2;4
1;71;12.889;1.534;1;2
1;72;12.016;0;1;4
1;73;12.285;0;1;1
1;74;13.276;0;0;4
1;75;11.828;-0.674;2;2
1;76;12.648;1.292;1;3
1;77;13.84;1.595;0;3
1;78;13.092;0;0;4
1;79;13.55;0.458;1;1
1;80;12.016;0;1;1
2;81;9.55;0;2;3
2;82;11.129;0;1;1
2;83;9.55;0;1;4
2;84;11.743;0;1;2
2;85;11.728;0;0;4
2;86;11.129;0;1;1
2;87;9.55;0;1;2
2;88;9.729;0.179;1;1
2;89;10.472;0.923;1;3
2;90;12.627;2.288;0;2
2;91;15.46;4.382;0;2
2;92;9.672;0.638;1;2
2;93;12.519;2.396;0;3
2;94;8.952;-0.082;2;2
2;95;12.29;1.527;0;2
2;96;11.856;0.128;1;3
2;97;8.517;0;3;4
2;98;11.728;0;1;1
2;99;10.222;-0.416;1;3
2;100;10.428;0;1;4
2;101;9.55;0;2;3
2;102;10.975;-0.155;1;1
2;103;11.762;1.423;0;3
2;104;11.876;0.69;0;1
2;105;11.129;0;0;4
2;106;9.89;0.34;1;1
2;107;8.96;-0.59;2;1
2;108;13.326;2.543;0;2
2;109;12.748;2.11;0;2
2;110;10.035;0.046;1;3
2;111;10.428;0;1;1
2;112;11.305;1.755;1;1
2;113;12.488;2.148;0;2
2;114;9.624;-1.506;1;3
2;115;8.517;0;4;2
2;116;9.55;0;2;4
2;117;12.728;1.221;0;2
2;118;9.55;0;2;4
2;119;10.272;0.722;1;1
2;120;8.517;0;4;4
3;121;8.916;0.398;2;3
3;122;8.517;0;2;2
3;123;8.96;0;1;2
3;124;9.55;0;2;4
3;125;8.517;0;2;3
3;126;8.517;0;3;2
3;127;9.55;0;0;2
3;128;9.598;0.286;1;2
3;129;8.517;0;1;3
3;130;8.818;-0.526;1;2
3;131;9.55;0;1;2
3;132;9.55;0;1;1
3;133;9.093;0.358;0;3
3;134;8.517;0;1;4
3;135;9.55;0;1;1
3;136;10.532;0.983;0;3
3;137;8.685;0.167;1;3
3;138;8.517;0;2;1
3;139;9.14;0.623;1;3
3;140;9.55;0;1;3
3;141;9.349;0.315;1;3
3;142;8.517;0;2;2
3;143;8.517;0;2;1
3;144;8.509;-0.009;3;3
3;145;9.55;0;1;2
3;146;9.664;1.146;0;1
3;147;12.418;3.347;0;2
3;148;11.114;1.385;0;1
3;149;9.55;0;0;4
3;150;9.55;0;0;1
3;151;9.579;1.061;0;1
3;152;10.541;1.507;0;3
3;153;8.517;0;2;2
3;154;9.852;1.117;0;3
3;155;8.517;0;1;3
3;156;9.55;0;0;2
3;157;9.495;0.461;1;2
3;158;9.55;0;1;3
3;159;8.517;0;2;1
3;160;9.19;0.156;1;2
4;161;8.929;0.412;0;3
4;162;8.618;0.105;1;2
4;163;9.363;0.846;0;1
4;164;8.517;0;1;3
4;165;9.264;0.747;0;3
4;166;8.517;0;1;3
4;167;8.631;0.118;0;2
4;168;8.971;0.454;0;3
4;169;8.509;0;2;2
4;170;8.517;0;1;1
4;171;8.517;0;2;2
4;172;8.517;0;1;2
4;173;8.517;0;1;2
4;174;8.517;0;2;3
4;175;10.209;1.696;0;3
4;176;9.955;1.437;0;3
4;177;9.444;0.931;0;3
4;178;8.517;0;1;1
4;179;11.126;2.609;0;1
4;180;8.509;0;2;1
4;181;8.451;-0.066;2;1
4;182;8.501;-0.016;2;3
4;183;8.517;0;0;2
4;184;10.057;1.54;0;3
4;185;9.626;0.887;0;2
4;186;8.517;0;1;1
4;187;9.83;1.313;0;3
4;188;8.517;0;1;2
4;189;8.517;0;1;2
4;190;8.923;0.185;0;2
4;191;8.509;0;2;2
4;192;8.517;0;2;1
4;193;8.441;-0.072;3;2
4;194;8.517;0;1;3
4;195;8.482;-0.031;2;3
4;196;8.509;0;2;2
4;197;8.517;0;1;1
4;198;10.428;1.915;0;3
4;199;8.517;0;2;2
4;200;8.517;0;2;2
5;201;8.514;0.01;1;2
5;202;8.474;-0.017;2;2
5;203;8.417;-0.054;2;2
5;204;8.451;0;1;2
5;205;8.517;0;1;1
5;206;8.459;-0.015;2;3
5;207;8.451;0;2;1
5;208;8.482;0;1;3
5;209;8.509;0;1;3
5;210;8.465;-0.01;2;3
5;211;8.501;0;1;3
5;212;8.441;0;2;4
5;213;8.451;0;2;2
5;214;8.757;0.273;0;3
5;215;8.482;0;1;3
5;216;9.127;0.648;0;3
5;217;8.757;0.277;0;2
5;218;9.458;0.976;0;3
5;219;10.27;1.752;0;1
5;220;9.038;0.525;0;3
5;221;8.509;0;0;3
5;222;8.603;0.085;0;3
5;223;8.13;-0.35;3;2
5;224;8.571;0.092;0;2
5;225;10.276;1.83;0;3
5;226;8.411;-0.099;3;3
5;227;9.944;1.439;0;3
5;228;8.509;0;1;4
5;229;9.136;0.623;0;3
5;230;8.953;0.476;0;3
5;231;8.564;0.089;0;3
5;232;9.77;1.329;0;3
5;233;8.517;0;0;2
5;234;8.433;-0.08;3;3
5;235;8.451;0;2;3
5;236;8.582;0.103;0;2
5;237;8.719;0.202;0;1
5;238;8.441;0;1;3
5;239;8.517;0;1;4
5;240;8.413;-0.096;1;2
6;241;9.302;0.861;0;1
6;242;8.417;0;1;3
6;243;8.441;0;1;1
6;244;9.248;0.815;0;1
6;245;8.861;0.41;0;1
6;246;8.582;0.167;0;2
6;247;8.441;0;1;1
6;248;8.417;0;1;1
6;249;8.4;-0.014;2;2
6;250;8.301;-0.125;2;3
6;251;8.417;0;1;3
6;252;8.372;-0.055;3;2
6;253;8.441;0;1;1
6;254;8.56;0.128;0;3
6;255;9.223;0.79;0;1
6;256;8.578;0.151;0;2
6;257;8.788;0.518;0;2
6;258;8.13;0;2;1
6;259;8.441;0;1;2
6;260;8.397;0.112;2;2
6;261;8.459;0;1;3
6;262;8.413;0;2;3
6;263;10.862;2.362;0;1
6;264;8.322;0.052;2;3
6;265;8.359;-0.081;2;3
6;266;8.441;0;1;1
6;267;8.417;0;3;1
6;268;8.079;-0.193;2;3
6;269;8.441;0;1;1
6;270;8.128;-0.321;2;2
6;271;8.413;0;2;2
6;272;8.417;0;1;2
6;273;8.413;0;1;3
6;274;8.413;0;3;1
6;275;8.804;0.519;0;3
6;276;9.416;0.983;0;3
6;277;8.13;0;3;3
6;278;8.476;0.065;0;3
6;279;8.417;0;1;3
6;280;8.13;0;3;3
7;281;9.784;1.483;0;1
7;282;8.19;0.085;1;2
7;283;11.345;3.102;0;3
7;284;9.152;1.024;0;2
7;285;7.852;-0.42;3;3
7;286;8.372;0;0;1
7;287;8.762;0.497;0;2
7;288;8.079;0;2;2
7;289;8.617;0.514;0;3
7;290;9.751;1.526;0;3
7;291;8.128;0;4;2
7;292;8.397;0;1;3
7;293;8.805;0.676;0;3
7;294;8.079;0;3;3
7;295;8.079;0;2;2
7;296;8.19;0.06;1;1
7;297;9.518;1.278;0;3
7;298;8.024;-0.079;4;2
