GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;10;10.015;0;3;0
0;12;11.228;0;3;0
0;16;11.991;0;2;0
1;57;10.015;0;3;3
1;75;10.015;0;2;4
1;76;9.925;-0.09;4;1
2;89;10.015;0;2;1
2;94;10.015;0;2;4
2;96;9.925;0;3;2
2;103;9.832;-0.138;2;2
2;118;9.925;0;3;4
3;124;9.832;0;3;2
3;133;9.77;-0.2;3;2
3;134;9.784;-0.186;2;2
3;135;9.832;0;2;4
3;142;9.375;-0.549;2;3
4;168;9.375;0;3;3
4;170;9.318;-0.058;3;3
4;172;9.375;0;2;2
4;183;9.54;-0.244;2;3
4;184;9.375;0;1;3
4;194;9.666;-0.141;2;2
5;205;9.04;-0.452;3;2
5;225;9.017;-0.44;3;2
5;226;8.928;-0.419;5;3
5;239;9.375;0;1;2
6;258;8.928;0;4;2
6;266;8.928;0;3;4
6;268;8.928;0;2;2
6;275;9.017;0;3;3
6;279;9.04;0;2;2
7;282;8.928;0;4;1
7;302;8.928;0;2;1
7;309;8.563;-0.466;3;3
7;312;8.928;0;3;2
8;349;8.563;0;4;3
8;351;8.563;0;3;1
8;358;8.563;0;5;2
9;366;8.563;0;2;2
9;368;8.563;0;3;3
9;383;8.427;-0.5;3;3
9;390;8.563;0;2;3
9;398;8.563;0;1;2
10;403;8.42;-0.143;3;3
10;407;8.563;0;3;3
10;410;8.129;-0.434;4;1
11;445;8.129;0;3;3
11;452;7.733;-0.396;4;1
11;470;7.932;-0.488;3;1
11;480;8.129;0;2;1
12;481;7.932;0;2;2
12;497;7.733;0;3;2
12;503;7.681;-0.25;4;2
13;521;7.681;0;2;1
13;553;7.438;-0.492;6;3
13;557;7.616;-0.316;4;3
14;570;7.438;0;5;2
14;575;7.616;0;2;3
15;603;7.438;0;4;2
15;611;7.438;0;2;2
15;626;7.438;0;3;1
16;641;7.438;0;3;3
16;655;7.174;-0.265;4;1
17;718;7.174;0;4;2
18;721;7.174;0;3;1
18;733;7.174;0;4;3
18;737;7.174;0;4;3
18;745;7.174;0;3;2
19;761;7.174;0;1;2
19;769;7.174;0;3;3
19;786;7.174;0;5;1
19;789;7.174;0;1;2
19;791;7.174;0;3;3
20;804;7.09;-0.084;4;3
20;820;7.174;0;2;2
21;845;7.079;-0.095;4;1
22;896;7.079;0;3;2
22;914;7.014;-0.118;3;2
23;923;7.014;0;3;2
23;927;7.014;0;4;3
23;929;7.014;0;3;2
23;949;7.014;0;3;3
23;952;7.079;0;1;1
24;998;7.014;0;3;3
25;1012;6.74;-0.274;3;3
25;1030;7.014;0;2;3
26;1050;6.74;0;1;3
26;1063;6.74;0;3;1
26;1064;6.74;0;4;3
26;1066;6.728;-0.149;4;2
26;1073;6.74;0;3;1
27;1088;6.319;-0.421;5;3
27;1098;6.74;0;2;1
27;1113;6.656;-0.083;3;3
28;1124;6.319;0;2;1
28;1125;6.471;-0.017;3;3
28;1127;6.319;0;3;1
28;1135;6.607;0.084;2;2
28;1140;6.526;-0.004;3;2
28;1158;6.648;0.119;2;2
29;1161;6.274;-0.29;3;3
29;1199;6.204;-0.279;4;2
29;1200;6.179;-0.243;4;2
30;1201;6.179;0;3;3
30;1210;6.184;-0.042;3;2
30;1216;6.179;0;2;1
30;1223;6.179;0;4;3
31;1257;6.179;0;4;3
31;1268;6.156;-0.026;3;2
31;1269;6.179;0;3;2
31;1273;6.177;-0.004;3;3
31;1276;6.146;-0.033;4;1
32;1281;6.124;-0.055;2;1
32;1286;6.094;-0.068;3;2
32;1292;6.156;0;1;1
32;1299;6.146;0;3;1
32;1301;6.156;0;2;3
33;1331;6.076;-0.075;2;2
33;1350;6.052;-0.069;3;2
33;1351;6.146;0;2;2
33;1356;6.087;-0.064;2;2
34;1362;6.052;0;3;2
34;1363;6.028;-0.063;3;3
34;1381;6.076;0;2;2
34;1384;6.087;0;2;3
34;1391;6.059;-0.052;2;2
34;1394;6.052;0;3;3
34;1395;6.052;0;3;1
35;1403;6.028;0;2;3
35;1404;6.02;-0.02;3;2
35;1407;6.052;0;1;3
35;1410;6.017;-0.023;3;3
35;1416;6.021;-0.018;3;2
35;1438;6.028;-0.054;2;2
35;1439;5.99;-0.05;4;2
36;1447;5.993;-0.044;3;2
36;1455;6.014;-0.013;2;2
36;1457;6.004;-0.036;3;3
36;1463;5.99;0;5;3
36;1466;6.02;0;2;4
37;1491;6.004;0;1;1
37;1493;5.99;0;1;1
37;1498;5.99;0;2;3
37;1503;5.988;-0.003;3;2
38;1532;5.988;0;3;2
38;1535;5.988;0;3;3
38;1555;5.987;-0.01;3;2
38;1556;5.99;0;2;2
39;1564;5.984;-0.005;4;2
39;1575;5.773;-0.215;4;3
39;1583;5.987;0;3;2
39;1587;5.988;0;2;2
39;1592;5.988;0;3;2
40;1611;5.773;0;3;3
40;1616;5.986;-0;2;2
40;1617;5.773;0;4;3
40;1639;5.74;-0.14;5;2
41;1642;5.764;-0.115;3;2
41;1657;5.773;0;3;2
41;1659;5.74;0;7;3
42;1686;5.74;0;3;1
42;1699;5.773;0;1;3
43;1724;5.735;-0.034;5;2
43;1743;5.74;0;2;2
44;1761;5.74;0;3;2
44;1773;5.74;0;3;2
44;1789;5.74;0;2;3
45;1803;5.74;0;2;2
45;1814;5.624;-0.114;4;3
46;1871;5.466;-0.215;4;2
46;1877;5.29;-0.392;3;2
47;1890;5.451;-0.094;2;3
47;1902;5.29;0;4;2
47;1909;5.29;0;4;3
48;1921;5.29;0;3;2
48;1939;5.358;-0.012;3;2
48;1954;5.29;0;4;2
48;1956;5.29;0;2;1
49;1963;4.92;-0.37;4;1
49;1965;5.238;-0.086;3;2
49;1966;5.29;0;3;1
49;1995;5.29;0;1;3
50;2003;4.92;0;5;1
50;2027;4.92;0;5;3
51;2045;4.92;0;2;3
51;2049;4.92;0;4;1
51;2052;4.92;0;3;3
51;2055;4.92;0;5;2
51;2061;4.92;0;3;3
51;2063;4.92;0;2;2
51;2080;4.92;0;6;1
52;2094;4.92;0;4;2
52;2096;4.92;0;1;1
52;2100;4.92;0;1;3
52;2107;4.92;0;2;1
52;2112;4.92;0;1;1
53;2130;4.92;0;4;2
53;2137;4.92;0;2;3
53;2147;4.92;0;2;3
53;2148;4.92;0;2;2
54;2185;4.92;0;2;2
54;2198;4.92;0;4;2
55;2216;4.92;0;3;2
55;2222;4.92;0;3;2
55;2233;4.92;0;2;2
56;2251;4.92;0;2;2
56;2279;4.78;-0.139;4;3
57;2298;4.78;0;5;1
57;2319;4.775;-0.075;3;2
58;2322;4.76;-0.09;4;2
58;2334;4.733;-0.117;5;2
59;2362;4.775;0;3;3
59;2392;4.733;0;4;3
59;2393;4.733;0;4;2
59;2395;4.76;0;2;1
59;2396;4.76;0;2;3
60;2421;4.726;-0.021;4;2
60;2423;4.722;-0.025;7;2
60;2429;4.728;-0.04;2;2
61;2461;4.728;0;2;3
61;2476;4.722;0;5;3
61;2480;4.722;0;3;4
62;2484;4.722;0;8;3
62;2486;4.722;0;5;2
62;2487;4.722;0;4;3
62;2490;4.722;0;3;3
62;2495;4.722;0;1;2
62;2496;4.722;0;7;2
62;2509;4.722;0;2;2
62;2514;4.722;0;2;1
62;2517;4.722;0;3;2
63;2526;4.722;0;3;2
63;2531;4.722;0;2;2
63;2533;4.722;0;4;3
63;2538;4.722;0;6;2
63;2539;4.722;0;1;3
63;2543;4.722;0;2;1
63;2553;4.722;0;1;1
63;2560;4.722;0;2;1
64;2563;4.722;0;2;2
64;2566;4.722;0;3;1
64;2581;4.722;0;4;2
64;2591;4.722;0;5;2
65;2616;4.722;0;4;2
65;2617;4.722;0;1;2
65;2636;4.722;0;1;2
65;2639;4.722;0;1;3
66;2641;4.722;0;3;1
66;2642;4.722;0;3;1
66;2643;4.722;0;1;2
66;2648;4.71;-0.012;4;3
66;2657;4.722;0;2;3
67;2684;4.71;0;3;3
67;2692;4.71;0;2;2
67;2705;4.722;0;3;4
67;2710;4.722;0;3;1
68;2724;4.675;-0.041;3;3
68;2725;4.658;-0.058;4;3
68;2731;4.708;-0.007;3;2
69;2770;4.675;0;2;2
69;2776;4.677;0.011;2;2
69;2778;4.658;0;2;2
69;2787;4.658;0;2;3
70;2806;4.658;0;3;3
70;2829;4.654;-0.012;4;3
70;2831;4.656;-0.012;3;2
70;2838;4.658;0;2;4
71;2847;4.654;0;3;3
71;2872;4.649;-0.008;4;2
71;2875;4.656;-0.001;2;2
72;2890;4.649;0;3;2
72;2897;4.649;0;1;2
72;2920;4.646;-0.006;6;3
73;2928;4.646;0;4;2
73;2937;4.649;0;2;3
73;2950;4.649;0;2;2
73;2956;4.649;0;3;3
74;2980;4.642;-0.006;6;2
74;2990;4.646;0;2;1
74;2999;4.646;0;3;4
76;3049;4.642;0;4;3
76;3058;4.642;0;4;3
76;3078;4.642;0;1;1
77;3095;4.642;0;4;3
77;3102;4.642;0;10;2
77;3109;4.642;0;2;2
77;3112;4.642;0;3;2
77;3114;4.642;0;2;1
77;3118;4.642;0;3;2
77;3120;4.642;0;3;1
78;3129;4.642;0;2;2
78;3139;4.642;0;3;3
78;3143;4.642;0;2;3
78;3151;4.642;0;2;1
78;3155;4.642;0;3;2
78;3156;4.642;0;1;1
78;3159;4.642;0;1;3
79;3169;4.642;0;1;1
79;3171;4.642;0;3;3
79;3176;4.642;0;4;2
79;3177;4.642;0;3;2
79;3178;4.642;0;2;2
79;3182;4.642;0;1;2
80;3215;4.642;0;3;3
80;3220;4.642;0;4;1
80;3221;4.642;0;2;3
80;3228;4.642;0;1;2
80;3237;4.642;0;1;2
81;3255;4.642;0;1;2
81;3258;4.642;0;2;1
81;3264;4.642;0;5;2
81;3279;4.642;0;1;2
82;3286;4.642;0;5;2
82;3294;4.642;0;2;2
82;3297;4.642;0;2;3
83;3342;4.642;0;1;3
83;3360;4.642;0;3;3
84;3365;4.642;0;3;1
84;3400;4.642;0;3;2
85;3411;4.642;0;2;3
86;3444;4.642;0;3;2
87;3505;4.556;-0.086;3;1
88;3528;4.556;0;3;2
88;3533;4.482;-0.117;4;2
89;3573;4.441;-0.115;4;3
89;3599;4.482;0;3;1
90;3609;4.267;-0.194;6;2
90;3625;4.441;0;3;3
91;3648;4.267;0;3;1
92;3685;4.267;0;5;1
92;3704;4.267;0;5;2
93;3722;4.267;0;5;2
93;3742;4.267;0;4;3
93;3746;4.267;0;1;4
93;3749;4.267;0;3;1
94;3778;4.267;0;2;2
96;3869;4.267;0;3;3
98;3960;4.267;0;1;1
99;3962;4.14;-0.127;0;3
