GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;17;12.722;0;2;0
0;34;11.461;0;3;0
0;36;12.674;0;1;0
1;58;12.674;0;1;4
1;73;11.708;0.247;1;1
2;110;9.477;-2.714;5;3
3;130;9.477;0;4;2
4;177;9.477;0;2;2
4;196;9.477;0;2;1
5;214;9.023;-0.454;3;1
5;224;9.236;-0.241;3;3
6;252;8.526;-0.604;5;3
7;303;8.527;0.001;2;1
7;307;8.526;0;4;1
8;328;8.521;-0.007;3;1
8;333;8.451;-0.075;3;1
8;341;8.527;0;2;1
8;342;8.613;0.087;1;1
8;347;8.526;0;2;3
9;365;8.399;-0.171;3;2
9;386;8.305;-0.222;3;2
9;391;8.451;0;2;1
9;394;8.445;-0.076;3;1
9;400;8.125;-0.399;3;2
10;407;7.989;-0.433;4;3
10;415;8.311;-0.114;1;2
10;426;8.125;0;3;2
10;435;8.342;0.08;1;2
11;442;7.981;-0.169;3;2
11;459;7.989;0;3;1
11;462;8.125;0;1;2
12;482;7.712;-0.273;6;2
12;516;7.732;-0.253;4;3
13;540;7.712;0;2;3
13;547;7.712;0;3;3
13;557;7.712;0;3;2
14;592;7.712;0;2;3
14;593;7.712;0;5;2
14;596;7.712;0;4;2
14;597;7.712;0;4;2
15;615;7.712;0;3;1
15;621;7.712;0;3;3
15;624;7.712;0;2;3
15;631;7.712;0;2;2
15;638;7.712;0;2;2
16;645;7.604;-0.108;4;3
16;650;7.712;0;2;3
16;673;7.712;0;2;2
17;692;7.334;-0.377;4;3
18;726;7.175;-0.159;5;1
18;752;7.334;0;3;3
19;788;7.334;0;2;1
19;792;7.175;0;4;2
19;796;7.175;0;3;3
20;801;7.175;0;3;2
20;820;7.175;0;3;2
20;823;7.078;-0.097;4;1
20;838;7.334;0;1;3
21;857;7.175;0;2;2
21;863;7.045;-0.082;3;2
22;882;7.045;0;3;3
22;883;7.045;0;3;3
22;896;7.045;0;4;3
22;898;7.043;-0.083;4;2
23;925;7.045;0;1;3
23;934;7.005;-0.039;4;2
23;938;7.043;0;3;1
23;939;7.045;0;3;3
23;949;7.01;-0.035;4;3
24;964;7.019;-0.025;3;2
24;969;7.005;0;3;3
24;976;7.027;0.003;2;2
24;985;7.005;0;3;1
25;1003;7.005;0;1;2
25;1009;7.004;-0.012;3;2
25;1027;6.923;-0.091;4;3
26;1049;6.923;0;3;2
26;1053;6.868;-0.054;4;1
27;1081;6.923;0;3;2
27;1106;6.868;0;4;2
27;1118;6.868;0;2;3
28;1128;6.85;-0.046;2;2
28;1134;6.868;0;2;1
28;1146;6.868;0;2;1
29;1163;6.85;0;2;1
29;1175;6.691;-0.168;4;2
29;1185;6.698;-0.161;4;2
30;1228;6.698;0;2;1
30;1231;6.691;0;3;2
30;1236;6.691;0;4;3
31;1247;6.685;-0.009;3;2
31;1257;6.597;-0.094;5;3
31;1268;6.691;0;3;3
31;1273;6.691;0;4;3
32;1290;6.622;-0.022;2;2
32;1307;6.543;-0.148;4;3
32;1312;6.685;0;2;3
33;1323;6.436;-0.106;4;3
33;1329;6.543;0;3;3
33;1343;6.434;-0.149;5;3
34;1375;6.543;0;3;3
34;1383;6.434;0;8;3
35;1421;6.436;0;2;1
35;1423;6.434;0;7;2
36;1444;6.434;0;2;1
36;1469;6.434;0;6;2
36;1478;6.434;0;4;1
37;1486;6.434;0;3;2
37;1505;6.434;0;4;2
37;1511;6.434;0;1;2
38;1531;6.434;0;3;2
38;1551;6.434;0;2;2
40;1603;6.434;0;1;2
40;1629;6.434;0;1;3
41;1650;6.371;-0.063;5;1
42;1699;6.371;0;7;2
43;1722;6.371;0;4;2
43;1730;6.371;0;3;1
43;1758;6.371;0;5;3
43;1759;6.371;0;4;1
44;1762;6.371;0;3;2
44;1776;6.371;0;1;1
44;1792;6.371;0;3;1
