GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;14.46;0;1;0
0;2;14.775;0;1;0
0;3;12.915;0;2;0
0;4;13.582;0;1;0
0;5;17.628;0;1;0
0;6;15.094;0;1;0
0;7;13.925;0;1;0
0;8;14.839;0;1;0
0;9;14.554;0;1;0
0;10;14.541;0;1;0
0;11;14.291;0;1;0
0;12;14.262;0;1;0
0;13;13.988;0;1;0
0;14;13.783;0;1;0
0;15;13.305;0;1;0
0;16;13.45;0;1;0
0;17;12.722;0;2;0
0;18;14.013;0;1;0
0;19;13.288;0;2;0
0;20;13.293;0;2;0
0;21;16.877;0;1;0
0;22;12.63;0;2;0
0;23;14.834;0;1;0
0;24;14.485;0;1;0
0;25;12.127;0;2;0
0;26;14.905;0;1;0
0;27;14.015;0;1;0
0;28;16.366;0;1;0
0;29;13.6;0;1;0
0;30;14.609;0;1;0
0;31;15.656;0;1;0
0;32;13.673;0;2;0
0;33;12.832;0;1;0
0;34;11.461;0;3;0
0;35;15.213;0;1;0
0;36;12.674;0;1;0
0;37;12.023;0;3;0
0;38;13.863;0;1;0
0;39;15.738;0;1;0
0;40;14.393;0;1;0
1;41;13.293;0;0;4
1;42;13.472;1.679;1;2
1;43;12.386;0.319;2;3
1;44;12.127;0;1;4
1;45;13.293;0;1;2
1;46;10.776;-1.624;3;3
1;47;12.858;-0.101;0;2
1;48;12.63;0;2;4
1;49;13.491;1.697;1;3
1;50;12.127;0;2;4
1;51;12.127;0;2;4
1;52;11.461;0;2;1
1;53;12.755;0.045;1;2
1;54;12.722;0;1;2
1;55;12.307;0.284;2;1
1;56;12.722;0;1;4
1;57;12.832;0;0;4
1;58;12.674;0;1;4
1;59;14.488;1.382;0;2
1;60;11.636;-0.387;3;1
1;61;13.593;0.856;0;3
1;62;12.943;0.488;1;3
1;63;13.925;0;0;1
1;64;12.674;0;1;4
1;65;12.722;0;1;4
1;66;13.798;0.662;1;3
1;67;11.756;-0.918;2;1
1;68;12.127;0;2;4
1;69;13.236;0.448;1;3
1;70;11.601;-1.559;3;2
1;71;12.023;0;2;3
1;72;11.461;0;1;4
1;73;11.708;0.247;1;1
1;74;13.042;0.664;1;2
1;75;14.485;0;0;4
1;76;11.546;-1.265;1;3
1;77;14.391;1.239;0;3
1;78;13.5;1.758;0;3
1;79;13.886;1.84;1;2
1;80;12.612;0.87;2;3
2;81;11.427;0.309;2;3
2;82;12.127;0;0;1
2;83;13.627;2.509;0;3
2;84;11.461;0;2;2
2;85;11.954;-0.069;0;1
2;86;11.461;0;2;4
2;87;11.461;0;1;2
2;88;12.082;0.964;1;2
2;89;11.541;-0.167;2;3
2;90;11.616;0.008;2;2
2;91;10.491;-0.96;3;2
