GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;12.058;0;3;0
0;5;12.578;0;2;0
0;20;12.174;0;2;0
0;27;13.246;0;2;0
0;40;11.571;0;3;0
1;41;10.972;-1.346;2;3
1;47;11.13;-0.928;3;1
1;50;11.571;0;2;4
1;53;12.058;0;2;3
1;66;10.664;-2.046;3;3
2;82;10.664;0;3;1
2;85;10.169;-0.882;4;3
2;102;10.816;-0.699;3;2
3;134;10.096;-0.72;4;1
3;150;10.169;0;3;2
3;152;10.664;0;2;2
3;160;10.169;0;3;4
4;167;10.168;0.035;2;2
4;184;10.096;0;2;3
4;189;9.425;-0.744;4;1
4;197;10.079;-0.09;3;1
5;215;9.795;-0.373;2;3
5;237;9.309;-0.77;3;3
6;258;9.309;0;1;3
6;265;8.728;-0.881;3;2
6;273;8.485;-1.125;3;2
7;283;7.722;-1.297;4;3
7;303;8.485;0;2;2
7;315;7.902;-0.705;3;2
8;330;7.722;0;2;1
8;353;7.88;-0.313;2;3
8;360;7.722;0;3;4
9;379;7.023;-0.778;4;2
9;395;7.722;0;1;3
10;409;7.722;0;2;3
10;423;6.881;-0.143;4;3
11;448;5.904;-1.397;4;3
12;489;5.904;0;5;1
12;519;5.904;0;5;1
13;541;5.904;0;3;1
13;549;6.132;0.228;2;1
13;558;5.904;0;2;2
14;572;5.82;-0.198;5;2
14;578;5.904;0;1;3
15;638;5.582;-0.323;5;1
16;655;5.576;-0.125;5;2
16;660;5.82;0;1;2
17;682;5.576;0;4;3
18;724;5.576;0;1;4
18;727;5.576;0;2;2
18;749;5.489;-0.09;4;2
18;755;5.576;0;1;3
19;762;5.489;0;4;2
19;776;5.576;0;2;1
19;778;5.489;0;2;3
19;783;5.508;-0.024;2;3
19;788;5.489;0;2;4
19;794;5.489;0;3;2
20;814;5.489;0;1;2
20;823;5.482;-0.016;3;2
20;824;5.489;0;2;2
20;835;5.483;-0.049;3;2
21;846;5.47;-0.013;3;3
21;847;5.483;0;2;1
21;857;5.477;-0.009;2;3
21;860;5.477;-0.009;3;2
22;901;5.443;-0.036;3;2
22;913;5.477;0;2;2
23;930;5.347;-0.126;5;3
23;942;5.443;0;3;3
24;963;5.338;-0.057;4;2
24;982;5.347;0;3;3
24;985;5.347;0;3;3
24;995;5.347;0;3;4
24;998;5.443;0;1;1
25;1011;5.212;-0.13;4;2
