GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;14.297;0;1;0
0;2;14.04;0;1;0
0;3;14.232;0;1;0
0;4;13.591;0;1;0
0;5;16.275;0;1;0
0;6;13.887;0;1;0
0;7;13.433;0;1;0
0;8;12.615;0;2;0
0;9;13.903;0;1;0
0;10;13.638;0;2;0
0;11;13.598;0;1;0
0;12;12.784;0;1;0
0;13;15.696;0;1;0
0;14;16.11;0;1;0
0;15;12.226;0;2;0
0;16;13.926;0;1;0
0;17;12.198;0;2;0
0;18;14.581;0;1;0
0;19;15.06;0;1;0
0;20;12.432;0;1;0
0;21;13.642;0;1;0
0;22;14.125;0;1;0
0;23;11.385;0;3;0
0;24;14.096;0;1;0
0;25;15.065;0;1;0
0;26;11.619;0;3;0
0;27;15.275;0;1;0
0;28;12.702;0;2;0
0;29;12.311;0;1;0
0;30;15.578;0;1;0
0;31;13.876;0;1;0
0;32;12.387;0;2;0
0;33;11.269;0;4;0
0;34;15.839;0;1;0
0;35;14.044;0;1;0
0;36;14.567;0;1;0
0;37;12.69;0;1;0
0;38;12.119;0;2;0
0;39;15.286;0;1;0
0;40;13.1;0;1;0
1;41;12.432;0;1;2
1;42;11.619;0;2;1
1;43;12.119;0;1;4
1;44;11.535;0.267;1;1
1;45;12.284;0.55;0;2
1;46;11.269;0;1;4
1;47;13.774;1.368;0;3
1;48;12.034;0.649;1;1
1;49;12.596;0.423;1;2
1;50;11.385;0;2;1
1;51;13.431;1.642;0;3
1;52;11.168;-0.991;3;2
1;53;11.385;0;2;1
1;54;12.311;0;1;1
1;55;11.419;-1.013;2;3
1;56;9.589;-1.855;4;2
1;57;14.039;0.113;0;1
1;58;11.851;0.466;1;1
1;59;11.842;0.457;1;1
1;60;13.005;1.2;0;2
1;61;11.619;0;2;4
1;62;11.935;-0.03;1;2
1;63;11.462;-0.753;2;3
1;64;12.119;0;1;4
1;65;11.432;-0.766;2;1
1;66;12.543;0.849;1;2
1;67;12.15;0.125;1;3
1;68;10.775;-1.075;2;3
1;69;14.388;2.388;0;2
1;70;12.842;0.657;0;3
1;71;12.524;1.08;1;2
1;72;11.826;0.557;1;1
1;73;11.619;0;2;1
1;74;10.846;-1.327;2;2
1;75;13.063;1.154;0;3
1;76;11.619;0;1;4
1;77;11.59;0.205;1;1
1;78;14.496;1.805;0;1
1;79;11.269;0;2;1
1;80;12.912;1.527;0;1
2;81;13.406;2.384;0;2
2;82;11.356;-0.126;0;2
2;83;13.619;2.648;0;2
2;84;11.431;0.62;1;2
2;85;9.589;0;3;4
2;86;13.971;2.914;0;3
2;87;10.154;-0.063;2;3
2;88;11.217;0.999;1;2
2;89;10.846;0;1;4
2;90;12.469;1.301;0;1
2;91;11.583;0.98;1;3
2;92;11.399;0.13;1;1
2;93;10.775;0;1;1
2;94;10.846;0;1;4
2;95;10.846;0;1;4
2;96;9.589;0;3;4
2;97;12.301;2.119;0;3
2;98;11.168;0;1;4
2;99;10.775;0;1;4
2;100;10.775;0;2;4
2;101;9.589;0;2;4
2;102;12.372;2.155;0;3
2;103;11.798;0.741;0;2
2;104;12.878;1.856;0;2
2;105;10.775;0;2;4
2;106;13.085;1.888;0;3
2;107;15.046;3.814;0;2
2;108;11.581;1.202;1;2
2;109;10.775;0;0;1
2;110;9.89;-0.538;2;3
2;111;12.499;1.015;0;2
2;112;13.261;2.043;0;2
2;113;13.198;2.176;0;2
2;114;11.392;0.123;1;3
2;115;11.094;0.912;1;3
2;116;11.269;0;1;2
2;117;10.552;-0.833;2;1
2;118;10.369;-0.406;2;1
2;119;11.269;0;1;4
2;120;13.413;2.062;0;3
3;121;10.154;0;1;3
3;122;9.589;0;2;1
3;123;10.369;0;1;4
3;124;9.175;-0.414;3;3
3;125;10.369;0;1;2
3;126;8.403;-1.336;3;2
3;127;12.839;2.768;0;2
3;128;9.589;0;2;1
3;129;10.486;0.416;0;3
3;130;10.103;0.212;1;1
3;131;9.589;0;1;3
3;132;9.89;0;2;4
3;133;9.589;0;2;4
3;134;9.589;0;2;1
3;135;9.589;0;2;4
3;136;12.225;1.526;0;2
3;137;9.89;0;1;2
3;138;9.541;-0.198;2;2
3;139;9.589;0;2;1
3;140;9.589;0;2;4
3;141;10.541;-0.234;0;3
3;142;9.589;0;3;3
3;143;9.821;-0.397;1;3
3;144;9.589;0;1;3
3;145;9.589;0;1;2
3;146;11.082;1.103;0;2
3;147;9.589;0;2;2
3;148;10.466;0.878;0;3
3;149;10.066;0.477;1;1
3;150;11.094;0;0;3
3;151;9.812;-0.078;1;1
3;152;10.775;0;0;2
3;153;12.511;2.178;0;3
3;154;12.169;2.099;0;2
3;155;11.956;0.788;0;3
3;156;9.881;0.292;1;3
3;157;9.589;0;2;2
3;158;10.369;0;1;3
3;159;11.232;0.68;0;1
3;160;9.689;0.1;1;1
4;161;9.835;0.453;0;3
4;162;9.607;0.818;1;3
4;163;9.514;0.132;1;2
4;164;9.589;0;1;3
4;165;9.917;0.922;0;3
4;166;10.402;1.227;0;1
4;167;10.214;0.625;0;1
4;168;9.175;0;2;2
4;169;9.589;0;0;1
4;170;9.668;0.879;0;3
4;171;9.589;0;1;4
4;172;9.375;0.379;2;2
4;173;8.8;-0.196;2;3
4;174;8.403;0;3;1
4;175;9.589;0;1;1
4;176;9.591;0.595;0;2
4;177;9.63;0.248;0;3
4;178;9.721;0.363;0;3
4;179;8.397;-1.168;3;2
4;180;10.594;1.029;0;3
4;181;9.589;0;0;3
4;182;9.589;0;0;3
4;183;8.676;-0.682;2;2
4;184;9.401;0.612;2;3
4;185;9.87;0.874;0;3
4;186;9.313;-0.069;1;2
4;187;10.366;1.37;0;3
4;188;9.592;0.803;0;3
4;189;9.589;0;0;3
4;190;8.754;0.351;3;1
4;191;9.589;0;1;4
4;192;9.541;0;1;4
4;193;9.589;0;1;1
4;194;9.277;-0.081;2;2
4;195;9.589;0;1;1
4;196;9.175;0;2;1
4;197;9.541;0;1;2
4;198;9.589;0;1;1
4;199;9.037;-0.552;1;3
4;200;10.07;0.481;0;3
5;201;9.483;0.905;0;3
5;202;8.146;-0.53;3;3
5;203;9.546;0.826;0;2
