GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;5;12.091;0;3;0
0;12;12.205;0;2;0
0;30;12.56;0;3;0
0;33;12.759;0;2;0
1;52;12.205;0;2;4
1;75;11.681;-0.878;3;1
1;80;11.289;-1.136;3;2
2;101;9.491;-1.994;4;2
3;125;9.491;0;4;4
4;177;9.491;0;3;1
4;185;9.491;0;3;1
5;204;9.491;0;2;2
5;215;9.491;0;2;1
5;219;9.296;-0.195;3;3
6;242;9.091;-0.303;2;3
6;272;9.14;-0.351;2;3
6;276;8.929;-0.563;4;1
7;307;9.066;0.056;3;2
7;313;8.698;-0.418;5;2
8;341;8.649;-0.28;3;1
8;356;8.593;-0.474;6;3
9;368;8.593;0;3;1
9;395;8.649;0;3;2
9;398;8.684;0.036;2;1
10;403;8.477;-0.172;3;1
10;408;8.402;-0.265;5;2
10;411;8.593;0;3;3
11;461;8.397;-0.195;4;1
11;479;8.402;0;1;4
12;482;8.397;0;3;1
12;495;8.1;-0.377;3;3
12;498;8.397;0;3;1
12;507;8.099;-0.302;4;1
12;512;8.402;0;2;1
13;523;7.878;-0.222;4;3
13;538;8.388;-0.014;3;1
13;543;8.397;0;2;2
13;544;8.099;0;3;2
14;575;7.474;-0.515;4;3
14;579;7.552;-0.691;4;3
15;601;7.434;-0.118;6;1
15;606;7.474;0;1;3
15;609;7.552;0;3;3
15;628;7.474;0;4;2
16;642;7.474;0;2;2
17;706;7.324;-0.15;5;1
17;707;7.363;-0.13;4;2
18;721;7.324;0;3;1
18;733;7.075;-0.288;8;1
19;785;7.175;-0.15;4;1
21;852;7.175;0;3;1
21;880;6.706;-0.369;7;1
23;923;6.706;0;4;3
23;929;6.706;0;4;1
24;974;6.706;0;2;2
24;979;6.706;0;4;3
24;984;6.706;0;7;1
25;1003;6.706;0;6;2
27;1119;6.706;0;4;3
28;1156;5.795;-0.911;6;1
29;1173;5.795;0;6;1
29;1177;5.795;0;3;2
29;1190;5.795;0;1;1
29;1196;5.795;0;5;4
30;1207;5.795;0;4;2
30;1216;5.795;0;3;3
30;1232;5.795;0;3;2
31;1272;5.795;0;2;3
31;1279;5.795;0;1;3
32;1303;5.497;-0.299;6;3
33;1324;5.497;0;3;3
33;1327;5.497;0;3;2
34;1363;5.291;-0.355;4;3
34;1375;5.497;0;1;2
35;1429;5.057;-0.337;4;2
36;1461;5.057;0;2;1
37;1507;5.009;-0.165;5;2
38;1545;5.009;0;3;3
38;1546;4.968;-0.065;4;3
39;1596;4.848;-0.161;5;1
40;1630;4.848;0;1;2
41;1641;4.528;-0.38;6;3
43;1728;4.528;0;5;1
43;1730;4.528;0;3;1
43;1753;4.528;0;4;3
44;1795;4.528;0;4;1
44;1797;4.528;0;4;1
45;1832;4.528;0;2;1
45;1833;4.528;0;1;4
45;1838;4.369;-0.159;3;1
46;1852;4.294;-0.154;3;2
46;1867;4.243;-0.205;3;3
46;1877;4.528;0;1;2
47;1882;4.294;0;3;2
47;1887;4.243;0;3;3
47;1888;4.211;-0.058;4;2
47;1918;4.287;-0.099;2;2
48;1922;4.145;-0.145;3;2
48;1928;4.194;-0.033;3;2
48;1939;4.223;-0.004;2;2
48;1944;4.243;0;2;3
49;1963;4.178;-0.006;2;2
49;1982;4.074;-0.096;3;2
49;1997;4.183;-0.035;2;3
50;2005;4.015;-0.149;4;2
50;2026;4.074;0;3;1
50;2029;4.073;-0.088;3;2
50;2030;4.129;0.02;2;2
51;2049;4.015;0;4;1
51;2065;4.011;-0.061;4;3
51;2073;4.073;0;1;2
52;2084;4.036;-0.008;2;3
52;2118;3.987;-0.027;3;2
52;2119;3.981;-0.032;4;3
53;2131;3.981;0;2;2
53;2140;3.981;0;3;2
53;2150;3.999;0.015;2;2
54;2169;3.973;-0.011;4;2
54;2177;3.973;-0.02;4;2
54;2186;3.981;0;3;1
55;2203;3.976;0.003;1;2
55;2220;3.973;0;2;2
55;2232;3.973;0;4;2
55;2235;3.973;0;2;2
56;2272;3.835;-0.138;3;3
56;2273;3.973;0;2;2
56;2280;3.973;-0.002;2;3
57;2291;3.922;0.018;1;2
57;2304;3.748;-0.225;4;3
57;2314;3.823;-0.081;3;2
57;2319;3.835;0;2;3
58;2326;3.73;-0.105;4;2
58;2333;3.748;0;4;3
59;2370;3.708;-0.031;4;3
59;2372;3.663;-0.122;6;2
59;2387;3.73;0;3;3
60;2402;3.663;0;4;2
60;2405;3.73;0;3;1
60;2420;3.663;0;5;1
61;2446;3.663;0;5;1
61;2453;3.663;0;3;1
61;2463;3.663;0;4;3
61;2474;3.702;0.005;1;2
62;2486;3.638;-0.045;5;2
62;2500;3.663;0;2;3
62;2508;3.663;0;3;1
63;2547;3.638;0;4;1
63;2553;3.638;0;3;1
64;2574;3.638;0;3;2
64;2586;3.606;-0.045;4;3
64;2594;3.614;-0.037;3;2
64;2600;3.632;-0.019;3;3
65;2614;3.638;0.012;3;2
65;2620;3.638;0;2;2
65;2628;3.606;0;3;2
65;2640;3.606;0;2;1
66;2647;3.606;0;3;1
66;2651;3.606;0;2;1
66;2654;3.606;0;2;1
66;2656;3.606;0;4;1
66;2663;3.606;0;4;2
66;2668;3.606;0;3;2
66;2669;3.606;0;2;2
66;2676;3.606;0;4;4
67;2688;3.606;0;5;1
67;2690;3.606;0;2;1
67;2694;3.606;0;3;2
67;2695;3.606;0;2;1
67;2700;3.606;0;1;1
67;2702;3.606;0;5;2
67;2705;3.606;0;6;2
67;2710;3.606;0;6;4
67;2714;3.606;0;2;1
67;2717;3.606;0;2;1
67;2718;3.606;0;3;3
67;2720;3.606;0;1;2
68;2730;3.606;0;2;1
68;2735;3.606;0;2;2
68;2737;3.606;0;3;3
68;2738;3.606;0;8;2
68;2740;3.606;0;3;2
68;2748;3.606;0;3;3
68;2759;3.606;0;4;2
69;2762;3.606;0;2;1
69;2763;3.606;0;2;2
69;2779;3.606;0;1;2
69;2786;3.606;0;1;2
69;2799;3.606;0;3;2
70;2808;3.606;0;1;2
70;2811;3.606;0;10;1
70;2815;3.606;0;7;1
70;2824;3.606;0;4;2
70;2829;3.606;0;2;2
70;2837;3.606;0;2;3
71;2873;3.606;0;4;2
71;2875;3.606;0;6;1
71;2879;3.606;0;2;3
72;2899;3.606;0;5;3
72;2900;3.606;0;2;3
72;2903;3.606;0;5;3
72;2909;3.606;0;2;2
72;2910;3.606;0;2;2
73;2921;3.606;0;2;3
73;2936;3.606;0;4;2
74;2981;3.606;0;3;2
74;2987;3.606;0;5;3
74;2997;3.606;0;2;2
75;3029;3.606;0;1;2
75;3038;3.606;0;6;2
76;3056;3.606;0;1;3
77;3104;3.606;0;3;3
77;3119;3.606;0;3;3
78;3141;3.602;-0.004;4;1
79;3164;3.594;-0.01;3;2
79;3167;3.341;-0.265;5;1
81;3253;3.28;-0.061;6;3
82;3288;3.341;0;3;2
82;3297;3.341;0;3;3
82;3308;3.31;0;4;2
83;3324;3.306;0.011;3;3
83;3339;3.28;0;5;3
83;3359;3.341;0;1;3
84;3367;3.28;0;2;2
84;3379;3.28;0;3;3
84;3389;3.281;-0.027;2;2
84;3393;3.28;0;1;2
85;3404;3.276;-0.016;3;2
85;3409;3.268;-0.012;3;2
85;3425;3.28;0;2;3
85;3427;3.28;0;1;1
86;3442;3.262;-0.012;3;2
86;3477;3.264;-0.01;3;2
86;3478;3.257;-0.021;6;2
87;3493;3.262;0;2;1
87;3496;3.257;0;3;1
88;3521;3.257;0;9;3
88;3527;3.257;-0.003;3;3
88;3531;3.257;0;4;2
88;3532;3.257;0;5;3
88;3542;3.257;0;6;3
88;3548;3.257;0;2;2
88;3560;3.257;0;2;3
89;3561;3.257;0;4;3
89;3571;3.257;0;1;2
