GEN;ID;FITNESS;GAINFITNESS;SURVIVAL;ORIGINE
0;1;11.487;0;4;0
0;2;14.647;0;1;0
0;3;16.149;0;1;0
0;4;15.006;0;1;0
0;5;12.813;0;2;0
0;6;13.074;0;2;0
0;7;15.05;0;1;0
0;8;14.913;0;1;0
0;9;11.778;0;3;0
0;10;13.327;0;2;0
0;11;12.856;0;2;0
0;12;15.197;0;1;0
0;13;18.933;0;1;0
0;14;13.945;0;1;0
0;15;14.749;0;1;0
0;16;15.612;0;1;0
0;17;13.196;0;1;0
0;18;12.713;0;2;0
0;19;12.962;0;1;0
0;20;13.851;0;1;0
0;21;13.627;0;1;0
0;22;13.685;0;1;0
0;23;15.138;0;1;0
0;24;12.304;0;2;0
0;25;15.074;0;1;0
0;26;15.17;0;1;0
0;27;13.134;0;1;0
0;28;14.502;0;1;0
0;29;12.193;0;2;0
0;30;14.437;0;1;0
0;31;12.183;0;3;0
0;32;14.193;0;1;0
0;33;13.92;0;1;0
0;34;13.048;0;1;0
0;35;13.334;0;1;0
0;36;11.43;0;3;0
0;37;11.925;0;3;0
0;38;14.775;0;1;0
0;39;14.672;0;1;0
0;40;13.567;0;1;0
1;41;12.055;0.276;2;1
1;42;11.091;-0.969;3;3
1;43;11.926;-0.582;2;2
1;44;11.772;-0.123;3;2
1;45;13.535;1.352;0;1
1;46;12.304;0;1;4
1;47;12.722;0.855;1;3
1;48;11.152;-0.962;3;2
1;49;12.877;0.693;1;1
1;50;14.762;1.828;0;2
1;51;11.778;0;0;4
1;52;11.925;0;3;4
1;53;12.085;-0.219;2;1
1;54;13.048;0;1;4
1;55;12.094;-0.332;2;3
1;56;13.792;1.54;0;2
1;57;11.93;0.095;1;2
1;58;13.002;1.516;1;1
1;59;12.377;0.89;2;1
1;60;10.826;-0.806;3;2
1;61;13.502;0.053;0;2
1;62;12.209;0.284;2;1
1;63;13.685;0;1;1
1;64;10.518;-0.912;3;1
1;65;12.615;1.011;1;3
1;66;12.566;0.731;0;2
1;67;14.333;2.191;0;3
1;68;12.193;-0.662;3;1
1;69;13.022;0.834;0;2
1;70;12.592;0.697;0;2
1;71;12.36;-0.298;2;3
1;72;11.861;0.183;2;3
1;73;14.38;2.776;0;2
1;74;11.487;0;2;4
1;75;12.927;0.676;0;3
1;76;11.832;-0.559;1;3
1;77;12.092;-0.982;1;1
1;78;12.193;0;2;4
1;79;13.65;1.596;0;3
1;80;11.778;0;2;2
2;81;11.091;0;2;2
2;82;12.342;1.669;0;2
2;83;11.487;0;1;3
2;84;11.921;0.415;0;2
2;85;13.653;2.981;0;3
2;86;11.925;0;1;1
2;87;11.091;0;2;3
2;88;11.733;0.444;1;2
2;89;11.142;-0.323;0;2
2;90;12.645;1.643;0;2
2;91;12.8;1.842;0;2
2;92;14.2;3.198;0;3
2;93;12.303;0.984;0;2
2;94;13.312;1.773;0;3
2;95;12.008;0.23;0;1
2;96;13.561;1.902;0;2
2;97;12.541;1.869;1;3
2;98;13.091;1.943;0;2
2;99;13.176;2.049;0;3
2;100;11.832;0;2;4
2;101;14.167;2.709;0;3
2;102;12.576;0.954;0;3
2;103;13.611;2.653;0;2
2;104;12.1;0.239;1;1
2;105;10.79;-0.367;2;2
2;106;10.975;-0.116;2;1
2;107;14.388;3.716;0;2
2;108;13.293;2.166;0;2
2;109;13.28;2.123;0;2
2;110;11.152;0;2;2
2;111;10.518;0;3;4
2;112;12.043;0.15;1;3
2;113;12.46;1.158;0;3
2;114;12.888;1.427;0;2
2;115;11.091;0;3;2
2;116;10.518;0;2;2
2;117;11.772;0;1;4
2;118;11.091;0;1;4
2;119;14.312;3.508;0;3
2;120;13.387;1.786;0;2
3;121;11.027;0.509;1;3
3;122;10.626;0.108;1;1
3;123;11.418;0.328;1;3
3;124;10.235;-0.283;4;1
3;125;11.091;0;1;1
3;126;10.518;0;3;2
3;127;12.279;1.607;0;3
3;128;10.518;0;2;2
3;129;10.518;0;2;3
3;130;11.427;0.364;1;3
3;131;11.402;-0.085;0;1
3;132;14.219;3.565;0;2
3;133;13.411;2.607;0;3
3;134;10.518;0;2;4
3;135;10.518;0;4;4
3;136;10.518;0;3;4
3;137;13.227;2.555;0;2
3;138;14.552;3.612;0;2
3;139;14.979;4.175;0;2
3;140;11.091;0;1;2
3;141;11.362;-0.068;1;3
3;142;13.121;2.375;0;2
3;143;11.459;0.941;0;1
3;144;11.626;0.821;1;3
3;145;10.518;0;3;3
3;146;10.518;0;3;2
3;147;11.157;0.639;1;1
3;148;11.091;0;1;2
3;149;10.053;-0.465;4;1
3;150;13.267;2.157;0;2
3;151;10.518;0;3;3
3;152;11.694;0.719;0;3
3;153;14.868;3.967;0;2
3;154;11.889;0.799;0;3
3;155;14.139;3.335;0;3
3;156;13.531;2.572;0;3
3;157;10.518;0;3;4
3;158;11.424;0.906;1;1
3;159;12.298;0.812;0;3
3;160;11.902;0.869;0;3
4;161;10.235;0;2;2
4;162;11.412;0.894;0;1
4;163;12.252;1.734;0;1
4;164;10.518;0;2;1
4;165;10.783;0.407;0;3
4;166;11.014;0.728;0;3
4;167;10.518;0;1;3
4;168;10.518;0;1;2
4;169;11.734;1.162;0;3
4;170;11.319;0.801;0;1
4;171;10.053;0;4;2
4;172;10.053;0;4;2
4;173;10.518;0;2;2
4;174;10.518;0;1;1
4;175;10.518;0;2;3
4;176;10.518;0;0;2
4;177;10.518;0;1;4
4;178;10.518;0;2;2
4;179;10.235;0;3;3
4;180;11.228;0.942;0;3
4;181;10.723;0.437;0;2
4;182;10.948;0.662;1;3
4;183;10.518;0;1;2
4;184;10.518;0;2;1
4;185;10.518;0;1;1
4;186;11.024;0.506;0;1
4;187;10.235;0;0;4
4;188;10.518;0;1;3
4;189;10.518;0;2;3
4;190;10.518;0;2;3
4;191;10.518;0;1;1
4;192;10.559;0.182;1;3
4;193;10.658;0.14;1;3
4;194;10.518;0;1;1
4;195;10.518;0;0;3
4;196;10.518;0;3;1
4;197;10.518;0;1;4
4;198;11.423;1.187;0;3
4;199;10.235;0;2;3
4;200;10.666;0.612;0;1
5;201;10.819;0.533;0;2
5;202;10.163;0.11;1;1
5;203;10.41;-0.108;2;1
5;204;10.053;0;1;3
5;205;10.11;-0.125;2;1
5;206;10.801;0.516;0;2
5;207;11.061;0.684;0;2
5;208;11.424;1.138;0;3
5;209;10.053;0;3;3
5;210;10.747;0.693;0;1
5;211;11.592;1.074;0;1
5;212;10.053;0;1;2
5;213;10.496;-0.022;2;3
5;214;10.518;0;0;2
5;215;10.518;0;1;3
5;216;10.518;0;1;3
5;217;11.054;1.001;0;3
5;218;10.518;0;0;1
5;219;10.492;0.206;1;2
5;220;10.053;0;0;2
5;221;10.235;0;2;2
5;222;9.306;-0.747;3;1
5;223;10.235;0;2;2
5;224;11.406;1.352;0;1
5;225;10.053;0;2;3
5;226;10.053;0;3;2
5;227;12.035;1.891;0;3
5;228;10.98;0.745;0;1
5;229;10.906;0.762;0;2
5;230;10.759;0.473;0;3
5;231;11.511;1.458;0;3
5;232;10.526;0.291;1;1
5;233;10.64;0.405;0;1
5;234;10.518;0;0;1
5;235;11.057;0.912;0;2
5;236;10.568;0.514;0;1
5;237;10.518;0;1;1
5;238;10.053;0;2;4
5;239;12.658;2.372;0;3
5;240;11.442;0.924;0;1
6;241;10.053;0;1;2
6;242;10.053;0;2;2
6;243;10.053;0;1;4
6;244;9.293;-0.761;4;1
6;245;11.63;1.43;0;2
6;246;10.053;0;2;1
6;247;11.205;1.525;0;3
6;248;10.947;0.894;0;1
6;249;10.469;0.36;0;3
6;250;9.306;0;4;4
6;251;10.922;1.023;0;3
6;252;11.28;1.045;0;1
6;253;12.853;3.174;0;3
6;254;10.053;0;0;3
6;255;10.053;0;1;2
6;256;10.736;1.057;0;2
6;257;10.053;0;1;1
6;258;9.306;0;3;1
6;259;10.053;0;1;2
6;260;10.053;0;1;3
6;261;11.433;1.201;0;3
6;262;9.306;0;3;2
6;263;10.235;0;1;1
6;264;10.053;0;2;2
6;265;10.053;0;1;3
6;266;9.663;-0.39;2;3
6;267;9.306;0;3;4
6;268;10.053;0;1;1
6;269;10.625;0.945;0;2
6;270;10.053;0;2;3
